"","game","round","date","home_team","score","away_team","arena","X"
"31","31","4","30/05/2015 - 18:30","Ponte Preta - SP","3 x 1","Chapecoense - SC","Moisés Lucarelli - Campinas - SP",""
"32","32","4","30/05/2015 - 18:30","Coritiba - PR","1 x 2","Avaí - SC","Couto Pereira - Curitiba - PR",""
"33","33","4","30/05/2015 - 21:00","Joinville - SC","1 x 2","Atlético - PR","Arena Joinville - Joinville - SC",""
"34","34","4","31/05/2015 - 16:00","Corinthians - SP","0 x 2","Palmeiras - SP","Arena Corinthians - Sao Paulo - SP",""
"35","35","4","31/05/2015 - 16:00","Internacional - RS","0 x 0","São Paulo - SP","Beira-Rio - Porto Alegre - RS",""
"36","36","4","31/05/2015 - 16:00","Atlético - MG","3 x 0","Vasco da Gama - RJ","Independência - Belo Horizonte - MG",""
"37","37","4","31/05/2015 - 16:00","Goiás - GO","1 x 1","Grêmio - RS","Serra Dourada - Goiania - GO",""
"38","38","4","31/05/2015 - 11:00","Santos - SP","2 x 2","Sport - PE","Vila Belmiro - Santos - SP",""
"39","39","4","31/05/2015 - 18:30","Flamengo - RJ","2 x 3","Fluminense - RJ","Maracanã - Rio de Janeiro - RJ",""
"40","40","4","31/05/2015 - 18:30","Figueirense - SC","2 x 1","Cruzeiro - MG","Orlando Scarpelli - Florianopolis - SC",""
"41","41","5","03/06/2015 - 19:30","Vasco da Gama - RJ","0 x 3","Ponte Preta - SP","São Januário - Rio de Janeiro - RJ",""
"42","42","5","03/06/2015 - 19:30","Atlético - PR","1 x 0","Figueirense - SC","Arena da Baixada - Curitiba - PR",""
"43","43","5","03/06/2015 - 19:30","Chapecoense - SC","2 x 0","Joinville - SC","Arena Condá - Chapeco - SC",""
"44","44","5","03/06/2015 - 21:00","São Paulo - SP","3 x 2","Santos - SP","Morumbi - Sao Paulo - SP",""
"45","45","5","03/06/2015 - 22:00","Grêmio - RS","3 x 1","Corinthians - SP","Arena do Grêmio - Porto Alegre - RS",""
"46","46","5","03/06/2015 - 22:00","Cruzeiro - MG","1 x 0","Flamengo - RJ","Mineirão - Belo Horizonte - MG",""
"47","47","5","03/06/2015 - 22:00","Avaí - SC","1 x 4","Atlético - MG","Ressacada - Florianopolis - SC",""
"48","48","5","04/06/2015 - 16:00","Fluminense - RJ","2 x 0","Coritiba - PR","Maracanã - Rio de Janeiro - RJ",""
"49","49","5","04/06/2015 - 21:00","Sport - PE","1 x 0","Goiás - GO","Ilha do Retiro - Recife - PE",""
"50","50","5","04/06/2015 - 21:00","Palmeiras - SP","1 x 1","Internacional - RS","Allianz Parque - Sao Paulo - SP",""
"51","51","6","06/06/2015 - 18:30","Santos - SP","2 x 2","Ponte Preta - SP","Vila Belmiro - Santos - SP",""
"52","52","6","06/06/2015 - 18:30","Flamengo - RJ","1 x 0","Chapecoense - SC","Maracanã - Rio de Janeiro - RJ",""
"53","53","6","06/06/2015 - 18:30","Atlético - MG","1 x 3","Cruzeiro - MG","Independência - Belo Horizonte - MG",""
"54","54","6","06/06/2015 - 22:00","São Paulo - SP","2 x 0","Grêmio - RS","Morumbi - Sao Paulo - SP",""
"55","55","6","06/06/2015 - 22:00","Atlético - PR","2 x 0","Vasco da Gama - RJ","Arena da Baixada - Curitiba - PR",""
"56","56","6","06/06/2015 - 22:00","Joinville - SC","0 x 1","Corinthians - SP","Arena Joinville - Joinville - SC",""
"57","57","6","07/06/2015 - 19:30","Fluminense - RJ","0 x 0","Sport - PE","Maracanã - Rio de Janeiro - RJ",""
"58","58","6","07/06/2015 - 11:00","Internacional - RS","2 x 0","Coritiba - PR","Beira-Rio - Porto Alegre - RS",""
"59","59","6","07/06/2015 - 19:30","Figueirense - SC","2 x 1","Palmeiras - SP","Orlando Scarpelli - Florianopolis - SC",""
"60","60","6","07/06/2015 - 19:30","Goiás - GO","0 x 1","Avaí - SC","Serra Dourada - Goiania - GO",""
"61","61","7","10/06/2015 - 19:30","Atlético - MG","2 x 2","Santos - SP","Independência - Belo Horizonte - MG",""
"62","62","7","13/06/2015 - 16:30","Corinthians - SP","2 x 1","Internacional - RS","Arena Corinthians - Sao Paulo - SP",""
"63","63","7","13/06/2015 - 16:30","Coritiba - PR","0 x 1","Flamengo - RJ","Couto Pereira - Curitiba - PR",""
"64","64","7","13/06/2015 - 16:30","Chapecoense - SC","0 x 1","São Paulo - SP","Arena Condá - Chapeco - SC",""
"65","65","7","13/06/2015 - 21:00","Vasco da Gama - RJ","1 x 3","Cruzeiro - MG","São Januário - Rio de Janeiro - RJ",""
"66","66","7","13/06/2015 - 21:00","Sport - PE","2 x 1","Joinville - SC","Ilha do Retiro - Recife - PE",""
"67","67","7","14/06/2015 - 16:00","Palmeiras - SP","2 x 1","Fluminense - RJ","Allianz Parque - Sao Paulo - SP",""
"68","68","7","14/06/2015 - 11:00","Ponte Preta - SP","0 x 0","Goiás - GO","Moisés Lucarelli - Campinas - SP",""
"69","69","7","14/06/2015 - 16:00","Grêmio - RS","2 x 1","Atlético - PR","Arena do Grêmio - Porto Alegre - RS",""
"70","70","7","14/06/2015 - 16:00","Avaí - SC","1 x 1","Figueirense - SC","Ressacada - Florianopolis - SC",""
"71","71","8","18/06/2015 - 21:00","Figueirense - SC","0 x 0","Internacional - RS","Orlando Scarpelli - Florianopolis - SC",""
"72","72","8","20/06/2015 - 16:30","Santos - SP","1 x 0","Corinthians - SP","Vila Belmiro - Santos - SP",""
"73","73","8","20/06/2015 - 16:30","Flamengo - RJ","0 x 2","Atlético - MG","Maracanã - Rio de Janeiro - RJ",""
"74","74","8","20/06/2015 - 16:30","Sport - PE","2 x 1","Vasco da Gama - RJ","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"75","75","8","20/06/2015 - 21:00","Grêmio - RS","1 x 0","Palmeiras - SP","Arena do Grêmio - Porto Alegre - RS",""
"76","76","8","21/06/2015 - 11:00","Cruzeiro - MG","0 x 1","Chapecoense - SC","Mineirão - Belo Horizonte - MG",""
"77","77","8","21/06/2015 - 16:00","São Paulo - SP","1 x 1","Avaí - SC","Morumbi - Sao Paulo - SP",""
"78","78","8","21/06/2015 - 16:00","Atlético - PR","2 x 2","Coritiba - PR","Arena da Baixada - Curitiba - PR",""
"79","79","8","21/06/2015 - 16:00","Joinville - SC","2 x 1","Goiás - GO","Arena Joinville - Joinville - SC",""
"80","80","8","24/06/2015 - 19:30","Fluminense - RJ","2 x 0","Ponte Preta - SP","Maracanã - Rio de Janeiro - RJ",""
"81","81","9","27/06/2015 - 16:00","Avaí - SC","1 x 2","Grêmio - RS","Ressacada - Florianopolis - SC",""
"82","82","9","27/06/2015 - 16:00","Chapecoense - SC","1 x 1","Sport - PE","Arena Condá - Chapeco - SC",""
"83","83","9","27/06/2015 - 21:00","Corinthians - SP","2 x 1","Figueirense - SC","Arena Corinthians - Sao Paulo - SP",""
"84","84","9","28/06/2015 - 16:00","Palmeiras - SP","4 x 0","São Paulo - SP","Allianz Parque - Sao Paulo - SP",""
"85","85","9","28/06/2015 - 16:00","Ponte Preta - SP","2 x 1","Atlético - PR","Moisés Lucarelli - Campinas - SP",""
"86","86","9","28/06/2015 - 16:00","Coritiba - PR","1 x 0","Cruzeiro - MG","Couto Pereira - Curitiba - PR",""
"87","87","9","28/06/2015 - 16:00","Goiás - GO","1 x 2","Fluminense - RJ","Serra Dourada - Goiania - GO",""
"88","88","9","28/06/2015 - 18:30","Vasco da Gama - RJ","1 x 0","Flamengo - RJ","Arena Pantanal - Cuiaba - MT",""
"89","89","9","28/06/2015 - 18:30","Internacional - RS","1 x 0","Santos - SP","Beira-Rio - Porto Alegre - RS",""
"90","90","9","28/06/2015 - 11:00","Atlético - MG","1 x 0","Joinville - SC","Mineirão - Belo Horizonte - MG",""
"91","91","10","01/07/2015 - 19:30","Vasco da Gama - RJ","1 x 0","Avaí - SC","São Januário - Rio de Janeiro - RJ",""
"92","92","10","01/07/2015 - 19:30","Sport - PE","3 x 0","Internacional - RS","Ilha do Retiro - Recife - PE",""
"93","93","10","01/07/2015 - 21:00","Palmeiras - SP","2 x 0","Chapecoense - SC","Allianz Parque - Sao Paulo - SP",""
"94","94","10","01/07/2015 - 21:00","Atlético - MG","2 x 0","Coritiba - PR","Independência - Belo Horizonte - MG",""
"95","95","10","01/07/2015 - 22:00","Grêmio - RS","1 x 0","Cruzeiro - MG","Arena do Grêmio - Porto Alegre - RS",""
"96","96","10","01/07/2015 - 22:00","Atlético - PR","2 x 1","São Paulo - SP","Arena da Baixada - Curitiba - PR",""
"97","97","10","01/07/2015 - 22:00","Joinville - SC","0 x 1","Flamengo - RJ","Arena Joinville - Joinville - SC",""
"98","98","10","02/07/2015 - 19:30","Corinthians - SP","2 x 0","Ponte Preta - SP","Arena Corinthians - Sao Paulo - SP",""
"99","99","10","02/07/2015 - 19:30","Figueirense - SC","3 x 1","Goiás - GO","Orlando Scarpelli - Florianopolis - SC",""
"100","100","10","02/07/2015 - 21:00","Fluminense - RJ","2 x 1","Santos - SP","Maracanã - Rio de Janeiro - RJ",""
"101","101","11","04/07/2015 - 15:00","Coritiba - PR","0 x 0","Joinville - SC","Couto Pereira - Curitiba - PR",""
"102","102","11","04/07/2015 - 21:00","Chapecoense - SC","1 x 0","Vasco da Gama - RJ","Arena Condá - Chapeco - SC",""
"103","103","11","04/07/2015 - 21:00","Cruzeiro - MG","2 x 0","Atlético - PR","Mineirão - Belo Horizonte - MG",""
"104","104","11","05/07/2015 - 11:00","Avaí - SC","2 x 2","Sport - PE","Ressacada - Florianopolis - SC",""
"105","105","11","05/07/2015 - 16:00","São Paulo - SP","0 x 0","Fluminense - RJ","Morumbi - Sao Paulo - SP",""
"106","106","11","05/07/2015 - 16:00","Santos - SP","1 x 3","Grêmio - RS","Vila Belmiro - Santos - SP",""
"107","107","11","05/07/2015 - 16:00","Goiás - GO","0 x 0","Corinthians - SP","Serra Dourada - Goiania - GO",""
"108","108","11","05/07/2015 - 18:30","Ponte Preta - SP","0 x 2","Palmeiras - SP","Arena Pantanal - Cuiaba - MT",""
"109","109","11","05/07/2015 - 18:30","Flamengo - RJ","1 x 2","Figueirense - SC","Maracanã - Rio de Janeiro - RJ",""
"110","110","11","05/07/2015 - 18:30","Internacional - RS","1 x 3","Atlético - MG","Beira-Rio - Porto Alegre - RS",""
"111","111","12","08/07/2015 - 19:30","Coritiba - PR","0 x 0","Ponte Preta - SP","Couto Pereira - Curitiba - PR",""
"112","112","12","08/07/2015 - 19:30","Goiás - GO","4 x 1","Santos - SP","Serra Dourada - Goiania - GO",""
"113","113","12","08/07/2015 - 19:30","Chapecoense - SC","1 x 0","Grêmio - RS","Arena Condá - Chapeco - SC",""
"114","114","12","08/07/2015 - 21:00","Palmeiras - SP","3 x 0","Avaí - SC","Allianz Parque - Sao Paulo - SP",""
"115","115","12","08/07/2015 - 21:00","Figueirense - SC","0 x 2","Joinville - SC","Orlando Scarpelli - Florianopolis - SC",""
"116","116","12","08/07/2015 - 22:00","Vasco da Gama - RJ","0 x 4","São Paulo - SP","Mané Garrincha - Brasilia - DF",""
"117","117","12","08/07/2015 - 22:00","Internacional - RS","1 x 2","Flamengo - RJ","Beira-Rio - Porto Alegre - RS",""
"118","118","12","08/07/2015 - 22:00","Atlético - MG","2 x 1","Sport - PE","Mineirão - Belo Horizonte - MG",""
"119","119","12","09/07/2015 - 19:30","Corinthians - SP","2 x 0","Atlético - PR","Arena Corinthians - Sao Paulo - SP",""
"120","120","12","09/07/2015 - 21:00","Fluminense - RJ","1 x 0","Cruzeiro - MG","Maracanã - Rio de Janeiro - RJ",""
"121","121","13","11/07/2015 - 18:30","Santos - SP","3 x 0","Figueirense - SC","Vila Belmiro - Santos - SP",""
"122","122","13","11/07/2015 - 18:30","Grêmio - RS","2 x 0","Vasco da Gama - RJ","Arena do Grêmio - Porto Alegre - RS",""
"123","123","13","11/07/2015 - 21:00","Ponte Preta - SP","0 x 2","Atlético - MG","Moisés Lucarelli - Campinas - SP",""
"124","124","13","12/07/2015 - 11:00","São Paulo - SP","3 x 1","Coritiba - PR","Morumbi - Sao Paulo - SP",""
"125","125","13","12/07/2015 - 16:00","Flamengo - RJ","0 x 3","Corinthians - SP","Maracanã - Rio de Janeiro - RJ",""
"126","126","13","12/07/2015 - 16:00","Cruzeiro - MG","1 x 0","Goiás - GO","Mineirão - Belo Horizonte - MG",""
"127","127","13","12/07/2015 - 16:00","Atlético - PR","1 x 2","Fluminense - RJ","Arena da Baixada - Curitiba - PR",""
"128","128","13","12/07/2015 - 16:00","Joinville - SC","0 x 2","Internacional - RS","Arena Joinville - Joinville - SC",""
"129","129","13","12/07/2015 - 18:30","Avaí - SC","2 x 1","Chapecoense - SC","Ressacada - Florianopolis - SC",""
"130","130","13","12/07/2015 - 18:30","Sport - PE","2 x 2","Palmeiras - SP","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"131","131","14","18/07/2015 - 21:00","Corinthians - SP","1 x 0","Atlético - MG","Arena Corinthians - Sao Paulo - SP",""
"132","132","14","18/07/2015 - 18:30","Internacional - RS","2 x 1","Goiás - GO","Beira-Rio - Porto Alegre - RS",""
"133","133","14","18/07/2015 - 18:30","Flamengo - RJ","1 x 0","Grêmio - RS","Maracanã - Rio de Janeiro - RJ",""
"134","134","14","19/07/2015 - 11:00","Atlético - PR","1 x 0","Chapecoense - SC","Arena da Baixada - Curitiba - PR",""
"135","135","14","19/07/2015 - 16:00","Palmeiras - SP","1 x 0","Santos - SP","Allianz Parque - Sao Paulo - SP",""
"136","136","14","19/07/2015 - 16:00","Fluminense - RJ","1 x 2","Vasco da Gama - RJ","Maracanã - Rio de Janeiro - RJ",""
"137","137","14","19/07/2015 - 16:00","Figueirense - SC","0 x 0","Coritiba - PR","Orlando Scarpelli - Florianopolis - SC",""
"138","138","14","19/07/2015 - 16:00","Sport - PE","2 x 0","São Paulo - SP","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"139","139","14","19/07/2015 - 18:30","Cruzeiro - MG","1 x 1","Avaí - SC","Mineirão - Belo Horizonte - MG",""
"140","140","14","19/07/2015 - 18:30","Joinville - SC","1 x 1","Ponte Preta - SP","Arena Joinville - Joinville - SC",""
"141","141","15","25/07/2015 - 18:30","Avaí - SC","1 x 2","Atlético - PR","Ressacada - Florianopolis - SC",""
"142","142","15","25/07/2015 - 19:30","Grêmio - RS","1 x 1","Sport - PE","Arena do Grêmio - Porto Alegre - RS",""
"143","143","15","25/07/2015 - 21:00","Atlético - MG","1 x 0","Figueirense - SC","Independência - Belo Horizonte - MG",""
"144","144","15","26/07/2015 - 11:00","Chapecoense - SC","2 x 1","Fluminense - RJ","Arena Condá - Chapeco - SC",""
"145","145","15","26/07/2015 - 16:00","Coritiba - PR","1 x 1","Corinthians - SP","Couto Pereira - Curitiba - PR",""
"146","146","15","26/07/2015 - 16:00","Goiás - GO","0 x 1","Flamengo - RJ","Serra Dourada - Goiania - GO",""
"147","147","15","26/07/2015 - 16:00","São Paulo - SP","1 x 0","Cruzeiro - MG","Morumbi - Sao Paulo - SP",""
"148","148","15","26/07/2015 - 16:00","Ponte Preta - SP","0 x 0","Internacional - RS","Moisés Lucarelli - Campinas - SP",""
"149","149","15","26/07/2015 - 11:00","Santos - SP","2 x 0","Joinville - SC","Vila Belmiro - Santos - SP",""
"150","150","15","26/07/2015 - 18:30","Vasco da Gama - RJ","1 x 4","Palmeiras - SP","São Januário - Rio de Janeiro - RJ",""
"151","151","16","29/07/2015 - 22:00","Corinthians - SP","3 x 0","Vasco da Gama - RJ","Arena Corinthians - Sao Paulo - SP",""
"152","152","16","29/07/2015 - 22:00","Atlético - MG","3 x 1","São Paulo - SP","Mineirão - Belo Horizonte - MG",""
"153","153","16","01/08/2015 - 18:30","Fluminense - RJ","1 x 0","Grêmio - RS","Maracanã - Rio de Janeiro - RJ",""
"154","154","16","02/08/2015 - 11:00","Palmeiras - SP","0 x 1","Atlético - PR","Allianz Parque - Sao Paulo - SP",""
"155","155","16","02/08/2015 - 11:00","Coritiba - PR","1 x 1","Goiás - GO","Couto Pereira - Curitiba - PR",""
"156","156","16","02/08/2015 - 16:00","Flamengo - RJ","2 x 2","Santos - SP","Maracanã - Rio de Janeiro - RJ",""
"157","157","16","02/08/2015 - 16:00","Internacional - RS","0 x 0","Chapecoense - SC","Beira-Rio - Porto Alegre - RS",""
"158","158","16","02/08/2015 - 16:00","Figueirense - SC","3 x 1","Ponte Preta - SP","Orlando Scarpelli - Florianopolis - SC",""
"159","159","16","02/08/2015 - 16:00","Joinville - SC","2 x 0","Avaí - SC","Arena Joinville - Joinville - SC",""
"160","160","16","02/08/2015 - 18:30","Sport - PE","0 x 0","Cruzeiro - MG","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"161","161","17","08/08/2015 - 18:30","Avaí - SC","1 x 0","Fluminense - RJ","Ressacada - Florianopolis - SC",""
"162","162","17","08/08/2015 - 21:00","Santos - SP","3 x 0","Coritiba - PR","Vila Belmiro - Santos - SP",""
"163","163","17","09/08/2015 - 18:30","Chapecoense - SC","2 x 2","Figueirense - SC","Arena Condá - Chapeco - SC",""
"164","164","17","09/08/2015 - 11:00","Atlético - PR","1 x 1","Sport - PE","Arena da Baixada - Curitiba - PR",""
"165","165","17","09/08/2015 - 11:00","Vasco da Gama - RJ","0 x 0","Joinville - SC","Maracanã - Rio de Janeiro - RJ",""
"166","166","17","09/08/2015 - 16:00","São Paulo - SP","1 x 1","Corinthians - SP","Morumbi - Sao Paulo - SP",""
"167","167","17","09/08/2015 - 16:00","Ponte Preta - SP","1 x 0","Flamengo - RJ","Moisés Lucarelli - Campinas - SP",""
"168","168","17","09/08/2015 - 16:00","Cruzeiro - MG","2 x 1","Palmeiras - SP","Mineirão - Belo Horizonte - MG",""
"169","169","17","09/08/2015 - 16:00","Goiás - GO","0 x 0","Atlético - MG","Serra Dourada - Goiania - GO",""
"170","170","17","09/08/2015 - 18:30","Grêmio - RS","5 x 0","Internacional - RS","Arena do Grêmio - Porto Alegre - RS",""
"171","171","18","12/08/2015 - 19:30","Flamengo - RJ","3 x 2","Atlético - PR","Maracanã - Rio de Janeiro - RJ",""
"172","172","18","12/08/2015 - 19:30","Coritiba - PR","2 x 1","Palmeiras - SP","Couto Pereira - Curitiba - PR",""
"173","173","18","12/08/2015 - 21:00","Goiás - GO","0 x 0","Chapecoense - SC","Serra Dourada - Goiania - GO",""
"174","174","18","12/08/2015 - 21:00","Santos - SP","1 x 0","Vasco da Gama - RJ","Vila Belmiro - Santos - SP",""
"175","175","18","12/08/2015 - 22:00","Corinthians - SP","4 x 3","Sport - PE","Arena Corinthians - Sao Paulo - SP",""
"176","176","18","12/08/2015 - 22:00","Internacional - RS","1 x 0","Fluminense - RJ","Beira-Rio - Porto Alegre - RS",""
"177","177","18","12/08/2015 - 22:00","Figueirense - SC","0 x 2","São Paulo - SP","Orlando Scarpelli - Florianopolis - SC",""
"178","178","18","13/08/2015 - 19:30","Ponte Preta - SP","2 x 0","Avaí - SC","Moisés Lucarelli - Campinas - SP",""
"179","179","18","13/08/2015 - 21:00","Joinville - SC","3 x 0","Cruzeiro - MG","Arena Joinville - Joinville - SC",""
"180","180","18","13/08/2015 - 21:00","Atlético - MG","0 x 2","Grêmio - RS","Mineirão - Belo Horizonte - MG",""
"181","181","19","15/08/2015 - 18:30","Vasco da Gama - RJ","0 x 1","Coritiba - PR","Maracanã - Rio de Janeiro - RJ",""
"182","182","19","15/08/2015 - 18:30","Atlético - PR","0 x 0","Santos - SP","Arena da Baixada - Curitiba - PR",""
"183","183","19","15/08/2015 - 21:00","São Paulo - SP","0 x 3","Goiás - GO","Morumbi - Sao Paulo - SP",""
"184","184","19","16/08/2015 - 16:00","Fluminense - RJ","2 x 1","Figueirense - SC","Maracanã - Rio de Janeiro - RJ",""
"185","185","19","16/08/2015 - 18:30","Grêmio - RS","2 x 1","Joinville - SC","Arena do Grêmio - Porto Alegre - RS",""
"186","186","19","16/08/2015 - 11:00","Palmeiras - SP","4 x 2","Flamengo - RJ","Allianz Parque - Sao Paulo - SP",""
"187","187","19","16/08/2015 - 16:00","Cruzeiro - MG","0 x 0","Internacional - RS","Mineirão - Belo Horizonte - MG",""
"188","188","19","16/08/2015 - 16:00","Avaí - SC","1 x 2","Corinthians - SP","Ressacada - Florianopolis - SC",""
"189","189","19","16/08/2015 - 16:00","Sport - PE","1 x 1","Ponte Preta - SP","Ilha do Retiro - Recife - PE",""
"190","190","19","16/08/2015 - 18:30","Chapecoense - SC","2 x 1","Atlético - MG","Arena Condá - Chapeco - SC",""
"191","191","20","22/08/2015 - 18:30","Goiás - GO","3 x 0","Vasco da Gama - RJ","Serra Dourada - Goiania - GO",""
"192","192","20","22/08/2015 - 18:30","Santos - SP","5 x 2","Avaí - SC","Vila Belmiro - Santos - SP",""
"193","193","20","23/08/2015 - 11:00","Ponte Preta - SP","0 x 0","Grêmio - RS","Moisés Lucarelli - Campinas - SP",""
"194","194","20","23/08/2015 - 11:00","Coritiba - PR","1 x 0","Chapecoense - SC","Couto Pereira - Curitiba - PR",""
"195","195","20","23/08/2015 - 16:00","Corinthians - SP","3 x 0","Cruzeiro - MG","Arena Corinthians - Sao Paulo - SP",""
"196","196","20","23/08/2015 - 16:00","Joinville - SC","2 x 1","Fluminense - RJ","Arena Joinville - Joinville - SC",""
"197","197","20","23/08/2015 - 16:00","Flamengo - RJ","2 x 1","São Paulo - SP","Maracanã - Rio de Janeiro - RJ",""
"198","198","20","23/08/2015 - 16:00","Internacional - RS","2 x 0","Atlético - PR","Beira-Rio - Porto Alegre - RS",""
"199","199","20","23/08/2015 - 18:30","Atlético - MG","2 x 1","Palmeiras - SP","Independência - Belo Horizonte - MG",""
"200","200","20","22/08/2015 - 21:00","Figueirense - SC","2 x 1","Sport - PE","Orlando Scarpelli - Florianopolis - SC",""
"201","201","21","29/08/2015 - 18:30","Vasco da Gama - RJ","0 x 1","Figueirense - SC","Maracanã - Rio de Janeiro - RJ",""
"202","202","21","29/08/2015 - 21:00","São Paulo - SP","3 x 0","Ponte Preta - SP","Morumbi - Sao Paulo - SP",""
"203","203","21","30/08/2015 - 11:00","Avaí - SC","3 x 0","Internacional - RS","Ressacada - Florianopolis - SC",""
"204","204","21","30/08/2015 - 11:00","Grêmio - RS","0 x 0","Coritiba - PR","Arena do Grêmio - Porto Alegre - RS",""
"205","205","21","30/08/2015 - 16:00","Fluminense - RJ","1 x 2","Atlético - MG","Maracanã - Rio de Janeiro - RJ",""
"206","206","21","30/08/2015 - 16:00","Sport - PE","0 x 1","Flamengo - RJ","Arena Pernambuco - Sao Lourenco da Mata - PE",""
"207","207","21","30/08/2015 - 16:00","Chapecoense - SC","1 x 3","Corinthians - SP","Arena Condá - Chapeco - SC",""
"208","208","21","30/08/2015 - 16:00","Palmeiras - SP","3 x 2","Joinville - SC","Allianz Parque - Sao Paulo - SP",""
"209","209","21","30/08/2015 - 18:30","Cruzeiro - MG","0 x 1","Santos - SP","Mineirão - Belo Horizonte - MG",""
"210","210","21","30/08/2015 - 18:30","Atlético - PR","3 x 0","Goiás - GO","Arena da Baixada - Curitiba - PR",""
"211","211","22","02/09/2015 - 19:30","Internacional - RS","6 x 0","Vasco da Gama - RJ","Beira-Rio - Porto Alegre - RS",""
"212","212","22","02/09/2015 - 19:30","Joinville - SC","0 x 0","São Paulo - SP","Arena Joinville - Joinville - SC",""
"213","213","22","02/09/2015 - 21:00","Flamengo - RJ","3 x 0","Avaí - SC","Arena das Dunas - Natal - RN",""
"214","214","22","02/09/2015 - 21:00","Atlético - MG","0 x 1","Atlético - PR","Independência - Belo Horizonte - MG",""
"215","215","22","02/09/2015 - 22:00","Corinthians - SP","2 x 0","Fluminense - RJ","Arena Corinthians - Sao Paulo - SP",""
"216","216","22","02/09/2015 - 22:00","Coritiba - PR","0 x 0","Sport - PE","Couto Pereira - Curitiba - PR",""
