"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","CV","FC","FF","FS","PE","RB","SG","FD","I","DD","DP","GS","A","G","FT","PP","GC"
"16","Alecsandro Barbosa Felisbino","alecsandro","Alecsandro","https://s.glbimg.com/es/sde/f/2019/08/16/4a2c1f65c81e89225ad8cbc89dbf310c_FORMATO.png",37673,17,341,"ata","Provável",-3.1,3.35,-0.9,0.27,"CSA",NA,NA,11,5,3,8,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"17","Henrique Pacheco de Lima","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png",37694,17,283,"mei","Provável",-3.1,7,-1.26,3.52,"Cruzeiro",1,NA,17,9,15,18,30,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"18","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2019/03/29/391192f2c104011047dcb18e6855dd72_FORMATO.png",37798,17,285,"ata","Provável",8,8.22,0.68,3.89,"Internacional",3,NA,7,11,9,10,8,NA,10,NA,NA,NA,NA,2,1,NA,NA,NA
"19","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,17,283,"ata","Nulo",0.9,5.56,-1.23,1.63,"Cruzeiro",4,NA,14,5,16,27,2,NA,4,9,NA,NA,NA,2,2,1,NA,NA
"20","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2019/01/14/fa2170b10aa6b39a49f233749a326dec_FORMATO.jpeg",38140,17,275,"gol","Provável",0,8,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Leonardo da Silva Moura","leo-moura","Léo Moura","https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png",37701,17,284,"lat","Contundido",0,5.69,0,3,"Grêmio",NA,NA,2,1,7,21,6,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"22","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/03/29/bbfcc261f62ebb5c1dbea1b7e31f6dca_FORMATO.png",38001,17,265,"gol","Nulo",0,2.08,0,-1,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"23","Márcio Rafael Ferreira de Souza","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/06/26/4bdc0f48c7f1ccb066d6c8c92332453c_FORMATO.png",38144,17,262,"lat","Provável",4.6,9.41,-0.73,4.4,"Flamengo",3,NA,9,NA,7,12,8,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"24","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,17,284,"mei","Nulo",0,7.81,0,1.98,"Grêmio",3,NA,6,2,2,18,7,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"25","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,17,282,"lat","Provável",1.2,9.81,-0.1,2.86,"Atlético-MG",1,NA,11,1,12,22,9,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"26","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/05/23/45121fe0ca2edcaff01e4403c67f4d71_FORMATO.png",38315,17,264,"mei","Dúvida",-0.6,2.99,-0.28,-0.26,"Corinthians",2,NA,3,3,1,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"27","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,17,315,"mei","Provável",4.2,9.81,0.79,3.67,"Chapecoense",2,NA,18,6,21,22,42,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,17,356,"ata","Provável",0.2,10.49,-2.23,4.54,"Fortaleza",2,NA,30,11,21,16,6,NA,8,6,NA,NA,NA,1,5,1,NA,NA
"29","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,17,283,"mei","Provável",5.3,8.64,0.72,4.54,"Cruzeiro",4,NA,13,17,11,24,3,NA,11,2,NA,NA,NA,2,4,1,NA,NA
"30","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2019/06/20/b08c001d25a758214f1ef1618a1818fb_FORMATO.png",38231,17,284,"ata","Nulo",1,7.95,0.69,1.6,"Grêmio",NA,NA,8,4,11,27,7,NA,8,3,NA,NA,NA,NA,1,NA,1,NA
"31","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,17,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,NA,NA,NA,2,4,NA,3,NA,NA,15,NA,6,NA,NA,NA,NA,NA
"32","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2019/03/28/7a6cecf56bf5b7d343a126ff05454101_FORMATO.png",50877,17,354,"mei","Provável",3.2,3.33,0.54,1.3,"Ceará",1,NA,7,NA,9,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png",51042,17,341,"lat","Provável",-0.3,4.17,-1.62,1.5,"CSA",3,NA,27,4,10,31,8,4,3,1,NA,NA,NA,NA,1,NA,NA,NA
"34","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,17,263,"gol","Provável",8,6.4,0.94,6.33,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4,NA,NA,NA,NA,NA
"35","Adalberto dos Santos Rodrigues","adalberto","Adalberto","https://s.glbimg.com/es/sde/f/2019/08/19/ce679bd6eb8a2add9e76265ac4d23cdb_FORMATO.png",51549,17,356,"zag","Nulo",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Adriano Correia Claro","adriano","Adriano","https://s.glbimg.com/es/sde/f/2019/07/23/1ab88fb0fec090bf3ace213d14c97792_FORMATO.png",38336,17,293,"lat","Provável",4.1,11.23,-0.46,4.9,"Athlético-PR",1,NA,2,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Thiago Carleto Alves","thiago-carleto","Thiago Carleto","https://s.glbimg.com/es/sde/f/2019/03/28/e6019b20be4192e66ea436db383a8d95_FORMATO.png",51700,17,354,"lat","Nulo",0,7.44,0,2.6,"Ceará",NA,NA,4,1,2,16,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/23/e07f02ef4a79d6525b03ab26a352738b_FORMATO.png",51413,17,264,"gol","Nulo",0,8.01,0,9.63,"Corinthians",NA,NA,NA,NA,1,2,NA,2,NA,NA,7,NA,1,NA,NA,NA,NA,NA
"39","Carlos Andrade Souza","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/23/f1d152fe2c81a717de8d0f472e57f90d_FORMATO.png",38451,17,341,"lat","Provável",0,7,-0.99,5.13,"CSA",NA,NA,4,6,12,37,20,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA
"40","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2019/03/29/2f29d050e2e2a4be7df0047f2e43dd7f_FORMATO.png",68808,17,265,"lat","Provável",6.2,13.06,-0.73,5.6,"Bahia",3,NA,16,4,18,27,19,6,3,NA,NA,NA,NA,3,NA,NA,NA,NA
"41","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png",38394,17,293,"zag","Suspenso",0,1.27,0,-2.1,"Athlético-PR",2,NA,2,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2019/04/23/cfa31f72beaf2822c06932837b119ffa_FORMATO.png",51772,17,262,"mei","Provável",4.1,12.03,0.65,3.26,"Flamengo",1,NA,13,5,23,42,16,NA,4,1,NA,NA,NA,3,1,NA,NA,NA
"43","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png",51194,17,315,"zag","Provável",1.2,4.38,-0.88,3.33,"Chapecoense",NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"44","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2019/05/22/05b8bf811c2a379cc00d41e1b7e66beb_FORMATO.png",38505,17,267,"zag","Provável",0,11.64,0,7.67,"Vasco",3,NA,3,1,8,10,10,3,1,1,NA,NA,NA,1,2,NA,NA,NA
"45","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2019/05/23/6bb1b3455b09de07ffee5ece7a922ca8_FORMATO.png",52190,17,264,"mei","Nulo",2.5,10.31,0.36,3.84,"Corinthians",1,NA,10,1,20,16,26,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"46","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2019/04/26/7bdeffe6895011f6895be4a6de311fbe_FORMATO.png",38509,17,262,"gol","Provável",6.5,7.63,0.01,4.72,"Flamengo",NA,NA,NA,NA,1,7,2,4,NA,NA,18,2,14,NA,NA,NA,NA,NA
"47","Marcos Roberto da Silva Barbosa","marquinhos-silva","Marquinhos Silva","https://s.glbimg.com/es/sde/f/2019/03/25/8dc24bebfd563fe4253dc5e8837b3121_FORMATO.png",38515,17,314,"zag","Provável",4.2,6.52,0.63,2.02,"Avaí",2,NA,11,8,6,22,15,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"48","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2019/05/14/417d6279fba50eafc9af2314f1114933_FORMATO.png",38573,17,341,"mei","Contundido",0,2.88,0,0.16,"CSA",3,NA,9,2,6,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,17,283,"lat","Provável",0,4.84,0,0.84,"Cruzeiro",1,2,7,2,4,8,7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"50","Douglas dos Santos","douglas","Douglas","https://s.glbimg.com/es/sde/f/2019/03/25/5842a2e0a1d8ab226f0555c0667dfc11_FORMATO.png",38738,17,314,"mei","Nulo",0,4.65,0,-0.45,"Avaí",1,NA,1,2,3,14,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"51","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2019/01/14/77b041717dd4a70bd6537a299732619b_FORMATO.jpeg",38545,17,275,"mei","Provável",2.9,6.18,0.87,0.93,"Palmeiras",4,1,11,6,10,14,6,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"52","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,17,276,"mei","Nulo",0,14.45,0,4.31,"São Paulo",2,NA,9,8,13,11,9,NA,8,1,NA,NA,NA,4,1,NA,NA,NA
"53","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2019/03/21/153f5cacc7a34ba4806328a24f5a1750_FORMATO.png",38632,17,266,"zag","Contundido",0,6.23,0,3.56,"Fluminense",1,NA,7,3,2,6,11,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA
"54","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,17,282,"zag","Provável",3.2,11.83,-0.04,4.33,"Atlético-MG",NA,NA,2,4,7,18,24,3,2,1,NA,NA,NA,NA,NA,1,NA,NA
"55","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2019/08/07/be3fc6b9543b1a74a45b5b684c55dd34_FORMATO.png",38939,17,276,"lat","Nulo",9.4,17.03,1.67,8.3,"São Paulo",NA,NA,7,2,5,13,4,2,1,NA,NA,NA,NA,NA,1,1,NA,NA
"56","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2019/04/26/03ca6e190e55bbddf134cff00a44c25c_FORMATO.png",38909,17,262,"mei","Contundido",0,5.52,0,1.53,"Flamengo",5,NA,10,7,16,25,9,NA,6,NA,NA,NA,NA,NA,NA,2,1,NA
"57","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2019/07/18/cebc7133c0405d3de507ae28cb920b82_FORMATO.jpeg",38913,17,266,"mei","Provável",3.6,6.07,0.26,2.32,"Fluminense",NA,1,7,2,6,16,4,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA
"58","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2019/07/23/ff91196597702ad18d00fa20ff9b2972_FORMATO.png",38750,17,262,"lat","Provável",6.6,11.8,0.43,2.85,"Flamengo",NA,NA,11,NA,1,12,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,17,282,"ata","Provável",3.9,14.18,-1.67,3.78,"Atlético-MG",NA,NA,14,8,13,11,5,NA,9,1,NA,NA,NA,2,2,1,1,NA
"60","José Renato da Silva Júnior","renato","Renato","https://s.glbimg.com/es/sde/f/2019/03/28/74aa8332c0e0807706717ee6b2595fa9_FORMATO.png",39572,17,315,"ata","Contundido",0,5.74,0,2.55,"Chapecoense",NA,NA,NA,3,9,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2019/05/20/9fcaa473e56ff2a1a519c0b461160bc0_FORMATO.png",41327,17,267,"tec","Provável",0.71,7.87,-0.94,3.26,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Vagner Silva de Souza","vagner-love","Vagner Love","https://s.glbimg.com/es/sde/f/2019/08/28/fe269809a0e929e19becd912bd4a29e3_FORMATO.png",38959,17,264,"ata","Provável",0.9,5.11,-1.01,2.67,"Corinthians",2,NA,14,5,24,19,7,NA,3,5,NA,NA,NA,NA,3,NA,NA,NA
"63","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2018/05/21/735c0f10e782fe88dc4dde7e95494223_FORMATO.png",41929,17,284,"tec","Provável",5.16,11.9,0.28,3.8,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/01/14/60f84b09140055d7fb8c0d0892d5f573_FORMATO.jpeg",42116,17,275,"ata","Provável",-2.5,6.36,-1.22,0.35,"Palmeiras",1,NA,4,NA,4,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"65","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,17,356,"ata","Nulo",7.7,5.94,1.64,1.66,"Fortaleza",1,1,12,3,4,18,5,NA,3,NA,NA,NA,NA,2,2,NA,NA,NA
"66","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,17,283,"lat","Dúvida",5,9.36,0.03,4.53,"Cruzeiro",NA,NA,8,1,10,32,17,3,3,1,NA,NA,NA,1,NA,NA,NA,NA
"67","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2019/05/18/a1c0088018f45c558e550b2e63d482e8_FORMATO.png",42234,17,264,"gol","Provável",11.5,10.05,2.45,4.92,"Corinthians",3,NA,NA,NA,3,5,NA,7,NA,NA,17,NA,8,NA,NA,NA,NA,NA
"68","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2019/04/07/35352a4b014ee5f80f5cf8c8e7123bc9_FORMATO.png",42411,17,276,"tec","Provável",5.9,10.78,0.96,4,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/07/14/c2a0b87e385e6c928a8460ec1a0ed143_FORMATO.png",42232,17,315,"mei","Nulo",0,3.27,0,1.74,"Chapecoense",NA,NA,2,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Madson Formagini Caridade","madson","Madson","https://s.glbimg.com/es/sde/f/2019/05/08/c9bb1f5c1ae81ac847abefc7ea36f736_FORMATO.png",42467,17,341,"mei","Nulo",0,6.21,0,1.8,"CSA",NA,NA,2,6,11,14,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2019/03/18/d5cd825ae9a3b7963ead1566162c7d54_FORMATO.png",42500,17,264,"lat","Nulo",8.7,13.81,1.44,5.96,"Corinthians",2,NA,11,2,18,43,24,7,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"72","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/26/d902e9b106945142d1e4b989287abaa1_FORMATO.png",42499,17,285,"lat","Nulo",0,5.38,0,3.65,"Internacional",1,NA,6,1,4,9,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,17,293,"lat","Nulo",8,6.62,1.22,3.33,"Athlético-PR",3,NA,16,2,14,26,8,6,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"74","Maurício Donizete Ramos Júnior","mauricio-ramos","Maurício Ramos","https://s.glbimg.com/es/sde/f/2019/08/16/019effb07a1b8eb64d39d92e80bdc238_FORMATO.png",42477,17,315,"zag","Provável",0.9,4.89,-0.3,3,"Chapecoense",NA,NA,10,1,6,11,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Sebastião Sousa Costa","tiao","Tião","https://s.glbimg.com/es/sde/f/2019/04/01/2f2d8115868a8a24ba14c10ce4bc4fa2_FORMATO.png",47134,17,356,"mei","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,17,265,"zag","Contundido",0,10.78,0,4.64,"Bahia",NA,NA,2,NA,4,3,4,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"77","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,17,284,"gol","Nulo",14,7.93,1.63,4.67,"Grêmio",NA,NA,NA,NA,NA,1,NA,2,NA,NA,15,NA,11,NA,NA,NA,NA,NA
"78","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2019/04/26/51d02738aaf54038d8131123fd325008_FORMATO.png",42501,17,262,"zag","Provável",0,4.63,0,-1,"Flamengo",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,17,276,"ata","Nulo",0,12.41,0,5.44,"São Paulo",NA,NA,8,12,18,21,9,NA,5,5,NA,NA,NA,NA,5,NA,NA,NA
"80","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,17,275,"mei","Nulo",0,7.08,0,1,"Palmeiras",NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
