"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","athletes$atletas$scout"
"40","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,37,284,"zag","Contundido",0,9.61,0,3.91,12,"284",NA
"41","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,37,293,"mei","Nulo",0,9.05,0,3.86,9,"293",NA
"42","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2020/07/11/5076b57240821162b131179bbb37a7f6_FORMATO.png",87262,37,373,"mei","Provável",0,3.51,0.88,1.14,21,"373",NA
"43","Jonathan Cícero Moreira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/03/30/8b5651c87880d8422c6440c0edfc069a_FORMATO.png",37662,37,293,"lat","Provável",0,8.36,0.41,2.13,17,"293",NA
"44","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png",38394,37,293,"zag","Suspenso",0,5.43,-2.14,3.04,28,"293",NA
"45","Anderson Luiz de Carvalho","","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,37,266,"mei","Provável",0,12.35,-0.83,4.77,28,"266",NA
"46","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,37,293,"lat","Nulo",0,2.88,0,0.18,6,"293",NA
"47","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/11/e9da062d8d871c42bec83c2f50387e58_FORMATO.png",62128,37,293,"ata","Nulo",0,2.72,0,0.2,16,"293",NA
"48","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,37,285,"lat","Provável",0,10.24,-0.93,3.67,25,"285",NA
"49","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,37,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA
"50","Odair Marciano de Oliveira Filho","odair","Odair","",108745,37,373,"zag","Nulo",0,2,0,0,0,"373",NA
"51","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,37,293,"mei","Provável",0,12.18,0.33,3.71,28,"293",NA
"52","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,37,284,"tec","Provável",0,12.67,0.74,3.76,34,"284",NA
"53","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,37,285,"mei","Provável",0,12.35,-0.74,5.13,32,"285",NA
"54","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,37,356,"gol","Provável",0,3.77,-1.05,2.06,32,"356",NA
"55","Vitor Benedito Leque da Silva","vitor","Vitor","https://s.glbimg.com/es/sde/f/2021/01/20/a04662c0c16a9801200893034e85e656_FORMATO.png",108714,37,373,"ata","Nulo",0,1.32,0,2.16,8,"373",NA
"56","Víctor Leandro Cuesta","","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,37,285,"zag","Provável",0,10.46,0,2.85,34,"285",NA
"57","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,37,284,"gol","Nulo",0,5.95,0,0.95,24,"284",NA
"58","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,37,284,"lat","Nulo",0,7.58,1.01,2.51,14,"284",NA
"59","Danilo Alves da Silva","danilo","Danilo","",107981,37,373,"zag","Nulo",0,1,0,0,0,"373",NA
"60","Michel Custódio Gonçalves de Sousa","michel","Michel","https://s.glbimg.com/es/sde/f/2020/10/26/059f2158e6b54d1f4629ebbda8f9570f_FORMATO.png",105809,37,373,"zag","Nulo",0,1,0,0,0,"373",NA
"61","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,37,290,"ata","Provável",0,6.3,-1.05,2.45,26,"290",NA
"62","Ricardo Santos Silva","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/02/27/fbb1ac4e273c8b199f61a3feff3d1d9b_FORMATO.png",105519,37,373,"mei","Nulo",0,2,0,0,0,"373",NA
"63","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,37,277,"gol","Nulo",0,0.79,0,0.58,8,"Santos",NA
"64","Fernando Canesin Matos","fernando-canesin","Fernando Canesin","https://s.glbimg.com/es/sde/f/2020/01/21/b9b4d67aae6f6afee4097184bf8cc32d_FORMATO.png",81585,37,293,"mei","Nulo",0,5.18,0,1.61,14,"293",NA
"65","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,37,275,"ata","Nulo",0,9.51,0,3.3,26,"275",NA
"66","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,37,293,"mei","Contundido",0,2.45,0,-0.19,11,"293",NA
"67","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2020/02/28/a43448ab0640bf1b8aba905b26aeb462_FORMATO.png",86508,37,293,"gol","Nulo",0,9.01,0,5.35,4,"293",NA
"68","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,37,275,"ata","Nulo",0,9.96,-0.74,4.03,19,"275",NA
"69","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,37,277,"ata","Nulo",0,4,0,0,0,"Santos",NA
"70","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,37,262,"mei","Nulo",0,7.88,0,1.42,30,"Flamengo",NA
"71","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,37,277,"lat","Contundido",0,5.77,-0.84,3.31,24,"Santos",NA
"72","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,37,293,"zag","Provável",0,5.37,0,2.15,12,"293",NA
"73","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,37,262,"lat","Provável",0,8.11,1.69,4.26,28,"Flamengo",NA
"74","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,37,262,"ata","Nulo",0,6.52,0,2.32,28,"Flamengo",NA
"75","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/28/005f1178dd64dc721696b75d13b446ab_FORMATO.png",90917,37,293,"ata","Dúvida",0,7.16,0.56,4.16,29,"293",NA
"76","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,37,262,"gol","Nulo",0,8.96,0,2.14,10,"Flamengo",NA
"77","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,37,262,"gol","Nulo",0,2.35,0,0.16,5,"Flamengo",NA
"78","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,37,277,"zag","Provável",0,2.68,-0.66,0.77,10,"Santos",NA
"79","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,37,277,"zag","Nulo",0,6.76,-0.71,2.85,28,"Santos",NA
"80","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,37,277,"mei","Provável",0,4.64,0.43,1.58,26,"Santos",NA
"81","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,37,262,"lat","Nulo",0,4.84,0,3.21,12,"Flamengo",NA
"82","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,37,282,"ata","Nulo",0,9.85,0.27,2.53,28,"282",NA
"83","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,37,262,"zag","Nulo",0,5.1,0,2.26,12,"Flamengo",NA
"84","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,37,262,"mei","Contundido",0,6.99,0,2.72,12,"Flamengo",NA
"85","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,37,277,"gol","Provável",0,7.02,-0.96,3.1,24,"Santos",NA
"86","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,37,277,"mei","Contundido",0,3.92,0,1.73,19,"Santos",NA
"87","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,37,277,"mei","Provável",0,1.95,0.23,0.83,16,"Santos",NA
"88","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,37,277,"ata","Nulo",0,2.21,0,0.63,11,"Santos",NA
"89","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,37,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA
"90","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,37,262,"gol","Nulo",0,1.56,0,-0.9,3,"Flamengo",NA
"91","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,37,262,"ata","Nulo",0,5.52,-0.58,3.74,30,"Flamengo",NA
"92","Renyer Luan de Oliveira Damasceno","renyer","Renyer","https://s.glbimg.com/es/sde/f/2020/07/16/a63e9e4595449a48f9b4160c4eec1045_FORMATO.png",107954,37,277,"ata","Nulo",0,3,0,0,0,"Santos",NA
"93","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,37,293,"lat","Nulo",0,4.12,-0.1,2.19,19,"293",NA
"94","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,37,276,"zag","Provável",0,7.15,-0.18,2.16,23,"276",NA
"95","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,37,293,"zag","Nulo",0,2,0,0,0,"293",NA
"96","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,37,277,"mei","Nulo",0,8.16,1.29,1.79,19,"Santos",NA
"97","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,37,266,"lat","Provável",0,3.67,0,0.74,17,"266",NA
"98","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,37,354,"gol","Dúvida",0,5.77,0,2.65,22,"354",NA
"99","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,37,262,"ata","Nulo",0,4.59,0,0.71,19,"Flamengo",NA
"100","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,37,276,"gol","Provável",0,13.07,1.17,2.87,31,"276",NA
"101","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,37,276,"zag","Provável",0,8.78,0.7,2.55,16,"276",NA
"102","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,37,275,"zag","Nulo",0,6.36,-0.68,2.99,11,"275",NA
"103","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,37,277,"lat","Nulo",0,12.18,0.14,4.07,32,"Santos",NA
"104","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,37,276,"lat","Provável",0,5.15,0.35,1.77,22,"276",NA
"105","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,37,264,"gol","Provável",0,7.57,1.05,0.97,25,"264",NA
"106","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,37,262,"zag","Nulo",0,2.2,0,-0.28,4,"Flamengo",NA
"107","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/11/03/51e9f9ba46d806d46d4d256d45ac95e6_FORMATO.png",101727,37,262,"lat","Nulo",0,2.15,0,1.55,11,"Flamengo",NA
"108","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,37,264,"zag","Provável",0,6.71,0.77,3.21,25,"264",NA
"109","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,37,282,"ata","Nulo",0,7.16,0,0.6,2,"282",NA
"110","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,37,277,"ata","Nulo",0,23.82,-1.31,10.25,26,"Santos",NA
"111","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,37,276,"mei","Provável",0,7.48,-1.29,2.37,27,"276",NA
"112","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,37,276,"lat","Suspenso",0,3.07,-0.81,1.11,18,"276",NA
