"ID","Rodada","CasaID","VisitanteID","PlacarCasa","PlacarVisitante","Resultado"
190153,10,317,262,0,1,"Visitante"
190154,11,276,266,0,0,"Empate"
190155,11,277,284,1,3,"Visitante"
190156,11,303,275,0,2,"Visitante"
190157,11,262,316,1,2,"Visitante"
190158,11,285,282,1,3,"Visitante"
190159,11,283,293,2,0,"Casa"
190160,11,314,292,2,2,"Empate"
190161,11,294,317,0,0,"Empate"
190162,11,290,264,0,0,"Empate"
190163,11,315,267,1,0,"Casa"
190164,12,264,293,2,0,"Casa"
190165,12,275,314,3,0,"Casa"
190166,12,266,283,1,0,"Casa"
190167,12,267,276,0,4,"Visitante"
190168,12,285,262,1,2,"Visitante"
190169,12,282,292,2,1,"Casa"
190170,12,316,317,0,2,"Visitante"
190171,12,294,303,0,0,"Empate"
190172,12,290,277,4,1,"Casa"
190173,12,315,284,1,0,"Casa"
190174,13,276,294,3,1,"Casa"
190175,13,277,316,3,0,"Casa"
190176,13,303,282,0,2,"Visitante"
190177,13,262,264,0,3,"Visitante"
190178,13,284,267,2,0,"Casa"
190179,13,283,290,1,0,"Casa"
190180,13,314,315,2,1,"Casa"
190181,13,293,266,1,2,"Visitante"
190182,13,292,275,2,2,"Empate"
190183,13,317,285,0,2,"Visitante"
190184,14,264,282,1,0,"Casa"
190185,14,275,277,1,0,"Casa"
190186,14,266,267,1,2,"Visitante"
190187,14,262,284,1,0,"Casa"
190188,14,285,290,2,1,"Casa"
190189,14,283,314,1,1,"Empate"
190190,14,316,294,0,0,"Empate"
190191,14,292,276,2,0,"Casa"
190192,14,317,303,1,1,"Empate"
190193,15,276,283,1,0,"Casa"
190194,15,277,317,2,0,"Casa"
190195,15,303,285,0,0,"Empate"
190196,15,267,275,1,4,"Visitante"
190197,15,284,292,1,1,"Empate"
190198,15,282,316,1,0,"Casa"
190199,15,314,293,1,2,"Visitante"
190200,15,294,264,1,1,"Empate"
190201,15,290,262,0,1,"Visitante"
190202,15,315,266,2,1,"Casa"
190203,16,264,267,3,0,"Casa"
190204,16,275,293,0,1,"Visitante"
190205,16,266,284,1,0,"Casa"
190206,16,262,277,2,2,"Empate"
190207,16,285,315,0,0,"Empate"
190208,16,282,276,3,1,"Casa"
190209,16,316,303,3,1,"Casa"
190210,16,294,290,1,1,"Empate"
190211,16,292,283,0,0,"Empate"
190212,16,317,314,2,0,"Casa"
190213,17,276,264,1,1,"Empate"
190214,17,277,294,3,0,"Casa"
190215,17,267,317,0,0,"Empate"
190216,17,284,285,5,0,"Casa"
190217,17,283,275,2,1,"Casa"
190218,17,314,266,1,0,"Casa"
190219,17,293,292,1,1,"Empate"
190220,17,303,262,1,0,"Casa"
190221,17,290,282,0,0,"Empate"
190222,17,315,316,2,2,"Empate"
190223,18,264,292,4,3,"Casa"
190224,18,277,267,1,0,"Casa"
190225,18,303,314,2,0,"Casa"
190226,18,262,293,3,2,"Casa"
190227,18,285,266,1,0,"Casa"
190228,18,282,284,0,2,"Visitante"
190229,18,316,276,0,2,"Visitante"
190230,18,294,275,2,1,"Casa"
190231,18,290,315,0,0,"Empate"
190232,18,317,283,3,0,"Casa"
190233,19,276,290,0,3,"Visitante"
190234,19,275,262,4,2,"Casa"
190235,19,266,316,2,1,"Casa"
190236,19,267,294,0,1,"Visitante"
190237,19,284,317,2,1,"Casa"
190239,19,314,264,1,2,"Visitante"
190240,19,293,277,0,0,"Empate"
190241,19,292,303,1,1,"Empate"
190242,19,315,282,2,1,"Casa"
190243,19,283,285,0,0,"Empate"
190244,20,264,283,3,0,"Casa"
190245,20,303,284,0,0,"Empate"
190246,20,277,314,5,2,"Casa"
190247,20,262,276,2,1,"Casa"
190248,20,285,293,2,0,"Casa"
190249,20,282,275,2,1,"Casa"
190250,20,316,292,2,1,"Casa"
190251,20,294,315,1,0,"Casa"
190252,20,290,267,3,0,"Casa"
190253,20,317,266,2,1,"Casa"
190254,21,276,303,3,0,"Casa"
190255,21,275,317,3,2,"Casa"
190256,21,266,282,1,2,"Visitante"
190257,21,267,316,0,1,"Visitante"
190258,21,284,294,0,0,"Empate"
190259,21,283,277,0,1,"Visitante"
190260,21,314,285,3,0,"Casa"
190261,21,293,290,3,0,"Casa"
190262,21,292,262,0,1,"Visitante"
190263,21,315,264,1,3,"Visitante"
190264,22,264,266,2,0,"Casa"
190265,22,277,315,3,1,"Casa"
190266,22,303,283,1,2,"Visitante"
190267,22,262,314,3,0,"Casa"
190268,22,285,267,6,0,"Casa"
190269,22,282,293,0,1,"Visitante"
190270,22,316,284,0,2,"Visitante"
190271,22,294,292,0,0,"Empate"
190272,22,290,275,1,0,"Casa"
190273,22,317,276,0,0,"Empate"
190274,23,276,285,2,0,"Casa"
190275,23,275,264,3,3,"Empate"
190276,23,266,262,1,3,"Visitante"
190277,23,267,282,1,2,"Visitante"
190278,23,284,290,2,1,"Casa"
190279,23,283,316,5,1,"Casa"
190280,23,314,294,0,2,"Visitante"
190281,23,293,317,0,0,"Empate"
190282,23,292,277,1,1,"Empate"
190283,23,315,303,0,0,"Empate"
190284,24,264,284,1,1,"Empate"
190285,24,277,276,3,0,"Casa"
190286,24,303,267,0,1,"Visitante"
190287,24,262,283,2,0,"Casa"
190288,24,285,275,1,0,"Casa"
190289,24,282,314,2,0,"Casa"
190290,24,316,293,1,1,"Empate"
190291,24,294,266,1,1,"Empate"
190292,24,290,292,1,0,"Casa"
190293,24,317,315,0,0,"Empate"
190294,25,264,317,3,0,"Casa"
190295,25,275,316,2,0,"Casa"
190296,25,303,277,3,1,"Casa"
190297,25,267,293,2,0,"Casa"
190298,25,284,276,1,2,"Visitante"
190299,25,283,282,1,1,"Empate"
190300,25,314,290,2,1,"Casa"
190301,25,294,285,0,1,"Visitante"
190302,25,292,266,1,0,"Casa"
190303,25,315,262,1,3,"Visitante"
190304,26,276,315,NA,NA,NA
190305,26,277,282,NA,NA,NA
190306,26,266,275,NA,NA,NA
190307,26,262,294,NA,NA,NA
190308,26,285,264,NA,NA,NA
190310,26,316,314,NA,NA,NA
190311,26,293,284,NA,NA,NA
190312,26,290,303,NA,NA,NA
190313,26,317,292,NA,NA,NA
190314,27,264,277,2,0,"Casa"
190315,27,275,284,3,2,"Casa"
190316,27,303,266,3,1,"Casa"
190317,27,267,292,2,1,"Casa"
190318,27,285,316,1,1,"Empate"
190319,27,282,262,4,1,"Casa"
190320,27,314,276,2,1,"Casa"
190321,27,294,293,2,0,"Casa"
190322,27,290,317,3,0,"Casa"
190323,27,315,283,0,2,"Visitante"
190324,28,276,275,1,1,"Empate"
190325,28,277,285,3,1,"Casa"
190326,28,266,290,2,0,"Casa"
190327,28,262,267,1,2,"Visitante"
190328,28,284,314,3,1,"Casa"
190329,28,283,294,2,0,"Casa"
190330,28,316,264,1,3,"Visitante"
190331,28,293,303,1,2,"Visitante"
190332,28,292,315,3,0,"Casa"
190333,28,317,282,2,2,"Empate"
190334,29,276,293,1,0,"Casa"
190335,29,277,266,3,1,"Casa"
190336,29,303,264,2,2,"Empate"
190337,29,262,317,2,0,"Casa"
190338,29,285,292,2,1,"Casa"
190339,29,283,284,0,0,"Empate"
190340,29,314,267,1,1,"Empate"
190341,29,294,282,0,3,"Visitante"
190342,29,290,316,2,3,"Visitante"
190343,29,315,275,5,1,"Casa"
190344,30,264,290,3,0,"Casa"
190345,30,275,303,0,1,"Visitante"
190346,30,266,276,2,0,"Casa"
190347,30,267,315,1,1,"Empate"
190348,30,284,277,1,0,"Casa"
190349,30,282,285,2,1,"Casa"
190350,30,316,262,3,0,"Casa"
190351,30,293,283,2,2,"Empate"
190352,30,292,314,3,0,"Casa"
190353,30,317,294,3,1,"Casa"
190354,31,276,267,2,2,"Empate"
190355,31,277,290,3,1,"Casa"
190356,31,303,294,3,0,"Casa"
190357,31,262,285,0,1,"Visitante"
190358,31,284,315,2,3,"Visitante"
190359,31,283,266,2,0,"Casa"
190360,31,314,275,1,3,"Visitante"
190361,31,293,264,1,4,"Visitante"
190362,31,292,282,4,1,"Casa"
190363,31,317,316,1,0,"Casa"
190364,32,264,262,1,0,"Casa"
190365,32,275,292,0,2,"Visitante"
190366,32,266,293,0,1,"Visitante"
190367,32,267,284,0,0,"Empate"
190368,32,285,317,1,0,"Casa"
190369,32,282,303,2,1,"Casa"
190370,32,316,277,0,0,"Empate"
190371,32,294,276,1,2,"Visitante"
190372,32,290,283,0,1,"Visitante"
190373,32,315,314,0,0,"Empate"
190374,33,276,292,3,0,"Casa"
190375,33,277,275,2,1,"Casa"
190376,33,303,317,1,0,"Casa"
190377,33,267,266,0,1,"Visitante"
190378,33,284,262,2,0,"Casa"
190379,33,282,264,0,3,"Visitante"
190380,33,314,283,1,1,"Empate"
190381,33,294,316,1,1,"Empate"
190382,33,290,285,2,1,"Casa"
190383,33,315,293,0,0,"Empate"
190384,34,264,294,2,1,"Casa"
190385,34,275,267,0,2,"Visitante"
190386,34,266,315,2,3,"Visitante"
190387,34,262,290,4,1,"Casa"
190388,34,285,303,1,0,"Casa"
190389,34,283,276,2,1,"Casa"
190390,34,293,314,2,1,"Casa"
190391,34,316,282,0,1,"Visitante"
190392,34,292,284,1,0,"Casa"
190393,34,317,277,0,0,"Empate"
190394,35,276,282,4,2,"Casa"
190395,35,277,262,0,0,"Empate"
190396,35,303,316,0,1,"Visitante"
190397,35,267,264,1,1,"Empate"
190398,35,284,266,1,0,"Casa"
190399,35,283,292,3,0,"Casa"
190400,35,314,317,2,1,"Casa"
190401,35,293,275,3,3,"Empate"
190402,35,290,294,1,3,"Visitante"
190403,35,315,285,1,0,"Casa"
190404,36,264,276,6,1,"Casa"
190405,36,275,283,1,1,"Empate"
190406,36,266,314,3,1,"Casa"
190407,36,262,303,1,1,"Empate"
190408,36,285,284,1,0,"Casa"
190409,36,282,290,2,2,"Empate"
190410,36,316,315,0,0,"Empate"
190411,36,294,277,1,0,"Casa"
190412,36,292,293,0,0,"Empate"
190413,36,317,267,1,2,"Visitante"
190414,37,276,316,3,2,"Casa"
190415,37,275,294,0,2,"Visitante"
190416,37,266,285,1,1,"Empate"
190417,37,267,277,1,0,"Casa"
190418,37,284,282,2,1,"Casa"
190419,37,283,317,3,0,"Casa"
190420,37,314,303,1,0,"Casa"
190421,37,293,262,3,0,"Casa"
190422,37,292,264,2,0,"Casa"
190423,37,315,290,1,3,"Visitante"
190424,38,264,314,NA,NA,NA
190425,38,277,293,NA,NA,NA
190426,38,303,292,NA,NA,NA
190427,38,262,275,NA,NA,NA
190428,38,285,283,NA,NA,NA
190429,38,282,315,NA,NA,NA
190430,38,316,266,NA,NA,NA
190431,38,294,267,NA,NA,NA
190432,38,290,276,NA,NA,NA
190436,14,293,315,1,0,"Casa"
190437,26,283,267,NA,NA,NA
191150,38,317,284,NA,NA,NA
