atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Matheus Fernandes,M. Fernandes,94067,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,11,2.54,Matheus Fernandes Siqueira,0.0,4,4.32,21,matheus-fernandes,6,0.0,1.0,2.0,,,,12.0,13.0,1.0,9.0,5.0,,,,,1.0,,,,,
Maycon,Maycon,94154,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,12,2.8,Maycon de Andrade Barberan,0.0,4,5.41,21,maycon,7,0.0,,,,,,10.0,9.0,1.0,2.0,5.0,,2.0,,,,,,,,
Léo Duarte,L. Duarte,94214,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,Leonardo Campos Duarte da Silva,0.0,3,5.0,21,leo-duarte,5,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Oliveira,L. Oliveira,94514,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,8,3.13,Lucas da Cruz Oliveira,0.0,3,5.07,21,lucas-oliveira,6,0.0,,2.0,,,,9.0,2.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,
Pedro,Pedro,94583,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,19,8.61,Pedro Guilherme Abreu dos Santos,1.9,5,16.04,21,pedro,7,-0.32,4.0,1.0,,,,12.0,12.0,10.0,11.0,19.0,1.0,12.0,,,3.0,,,1.0,,
Lucas Paquetá,L. Paquetá,94930,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,11,6.46,Lucas Tolentino Coelho de Lima,0.0,4,14.86,21,lucas-paqueta,2,0.0,,2.0,,,,18.0,18.0,4.0,13.0,25.0,,3.0,,,2.0,,,,,
Juninho Capixaba,J. Capixaba,94968,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,17,7.41,Luis Antônio da Rocha Júnior,0.0,2,13.39,21,juninho-capixaba,7,0.0,2.0,9.0,,,,32.0,35.0,3.0,10.0,22.0,2.0,3.0,,,2.0,,,,7.0,
Gabriel Taliari,G. Taliari,95131,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,9,5.2,Gabriel Pereira Taliari,2.8,5,8.89,21,gabriel-taliari,6,0.16,,,,,,5.0,11.0,4.0,7.0,17.0,,3.0,,,3.0,,,,,
Marcinho,Marcinho,95332,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,18,3.28,Márcio Antônio de Sousa Júnior,0.0,5,5.15,21,marcinho,6,0.0,1.0,,,,,15.0,8.0,5.0,7.0,13.0,,2.0,,,3.0,,,,,
Cassierra,Cassierra,95362,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,16,2.33,Zander Mateo Casierra Cabezas,0.0,5,5.78,21,cassierra,7,0.0,1.0,1.0,,,,2.0,10.0,5.0,6.0,8.0,1.0,2.0,,,4.0,,,,,
Igor Vinícius,I. Vinícius,95466,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,13,5.82,Igor Vinícius de Souza,0.0,2,9.33,21,igor-vinicius,7,0.0,1.0,4.0,,,,33.0,14.0,2.0,,14.0,,,,,,,,,4.0,
Gustavo Cazonatti,G. Cazonatti,95541,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,0.0,Gustavo Cazonatti,0.0,4,2.72,21,gustavo-cazonatti,6,-0.28,,,,,,,,,,,,,,,,,,,,
Raniele,Raniele,95556,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,17,4.27,Raniele Almeida Melo,6.9,4,8.29,21,raniele,7,0.51,,5.0,,,,36.0,29.0,1.0,8.0,28.0,1.0,1.0,,,1.0,,,,,
Bruno Leonardo,B. Leonardo,95620,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,15,1.34,Bruno Leonardo dos Santos Covas,0.0,3,2.91,21,bruno-leonardo,7,0.0,,3.0,,,,13.0,14.0,1.0,1.0,10.0,,,1.0,,1.0,1.0,,,1.0,
Artur,Artur,95799,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,16,5.52,Artur Victor Guimarães,0.0,5,8.98,21,artur,7,0.0,2.0,1.0,,,,14.0,7.0,13.0,12.0,21.0,,3.0,,,1.0,,,1.0,,
Daniel Fuzato,D. Fuzato,95936,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Daniel Cerântula Fuzato,0.0,1,2.0,21,daniel-fuzato,6,0.0,,,,,,,,,,,,,,,,,,,,
Charles,Charles,96342,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,1.03,Charles Rigon Mattos,0.0,4,3.53,21,charles,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,
Joaquín Correa,J. Correa,96353,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,6,1.17,Carlos Joaquín Correa,0.0,5,5.11,21,joaquin-correa,6,0.0,1.0,3.0,,,,1.0,2.0,,2.0,3.0,,,,,,,,1.0,,
Renan Lodi,R. Lodi,96591,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,19,4.84,Renan Augusto Lodi dos Santos,0.0,2,9.52,21,renan-lodi,3,0.0,2.0,3.0,1.0,,,24.0,33.0,5.0,13.0,44.0,1.0,,,,6.0,,,1.0,4.0,
Matheus Pereira,M. Pereira,96610,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,18,7.01,Matheus Fellipe Costa Pereira,15.2,4,15.66,21,matheus-pereira,7,0.41,2.0,9.0,,,,19.0,34.0,10.0,23.0,70.0,,5.0,,,5.0,,,2.0,,
Allan,Allan,96652,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,15,0.85,Allan Rodrigues de Souza,1.2,4,2.85,21,allan,6,0.13,,4.0,1.0,,,10.0,15.0,2.0,3.0,9.0,,,,,,,,,,
Camutanga,Camutanga,96793,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,7,3.95,Cleidson Andrade de Souza Silva,0.0,3,6.71,21,camutanga,5,0.0,,,,,,8.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,3.0,
Emerson Royal,E. Royal,96870,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,10,5.48,Emerson Aparecido Leite de Souza Júnior,1.5,2,7.39,21,emerson-royal,2,-0.93,1.0,,,,,16.0,9.0,1.0,1.0,3.0,,,,,1.0,,,,5.0,
Carlos Cuesta,C. Cuesta,97095,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,9,1.64,Carlos Eccehomo Cuesta Figueroa,0.0,3,4.96,21,carlos-cuesta,7,0.0,1.0,1.0,1.0,,,6.0,13.0,,2.0,4.0,1.0,,1.0,,,,,,1.0,
Gabriel Rojas,G. Rojas,97101,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,3,4.97,Gabriel Hernán Rojas,8.3,2,8.21,21,gabriel-rojas,7,1.27,,,,,,7.0,7.0,,,3.0,,,,,,,,,1.0,
Villasanti,Villasanti,97145,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,1.2,Mathías Adalberto Villasanti Rolón,0.0,4,6.86,21,villasanti,7,0.0,,,,,,,,1.0,,,,,,,,,,,,
Alesson,Alesson,97321,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,5.13,Alesson dos Santos Batista,0.0,5,9.29,21,alesson,6,0.0,3.0,1.0,,,,25.0,14.0,12.0,7.0,25.0,1.0,,,,7.0,,,,,
Rogério Ceni,R. Ceni,97341,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,20,5.43,Rogério Mücke Ceni,6.39,6,10.69,21,rogerio-ceni,7,0.3,,,,,,,,,,,,,,,,,,,,7.0
Victor Caetano,V. Caetano,97432,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,8,1.6,Victor Henrique Carvalho Caetano,0.0,3,3.19,21,victor-caetano,5,0.0,,2.0,,,,11.0,7.0,,,1.0,,,,,1.0,,,,,
Gustavo Mosquito,G. Mosquito,97450,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,1.65,Gustavo Henric da Silva,3.1,5,4.99,21,gustavo-mosquito,7,0.35,,,,,,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,
João Victor,J. Victor,97460,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,18,2.58,João Victor Carroll Santana - Caroll,12.5,3,6.15,21,joao-victor,7,1.62,1.0,1.0,,,,19.0,10.0,2.0,2.0,6.0,,1.0,1.0,,1.0,,,,1.0,
Marçal,Marçal,97468,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,5,3.22,Fernando Marçal de Oliveira,0.0,2,6.73,21,marcal,6,0.0,,1.0,,,,4.0,7.0,2.0,1.0,,,,,,,,,,2.0,
Shaylon,Shaylon,97520,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,14,1.83,Shaylon Kallyson Cardozo - Cardoso,1.5,4,3.95,21,shaylon,6,-0.28,,,,,,11.0,12.0,2.0,2.0,1.0,,1.0,,,,,,,,
Félix Torres,F. Torres,97642,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,15,3.37,Félix Eduardo Torres Caicedo,1.2,3,4.44,21,felix-torres,6,-0.49,,3.0,,,,18.0,13.0,1.0,5.0,5.0,,1.0,,,1.0,,,,3.0,
Thiago Couto,T. Couto,97645,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Thiago Couto Wenceslau,0.0,1,3.0,21,thiago-couto,6,0.0,,,,,,,,,,,,,,,,,,,,
Murilo,Murilo,97653,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,18,3.43,Murilo Cerqueira Paim,5.9,3,7.18,21,murilo,7,0.55,1.0,1.0,1.0,,,14.0,25.0,5.0,2.0,3.0,,1.0,,,,,,,6.0,
Marcelinho,Marcelinho,97795,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,18,5.1,Marcelo Rodrigues Souza,2.6,2,5.98,21,marcelinho,7,-0.64,1.0,2.0,,,,19.0,7.0,6.0,10.0,27.0,1.0,2.0,,,1.0,,,,3.0,
Erick,Erick,97810,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,16,4.48,Erick de Arruda Serafim,0.0,5,8.21,21,erick,7,0.0,4.0,1.0,,,,4.0,5.0,6.0,7.0,33.0,1.0,2.0,,,1.0,,,,,
Léo Ortiz,L. Ortiz,97867,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,16,4.11,Leonardo Rech Ortiz,0.0,3,9.12,21,leo-ortiz,2,0.0,,,,,,12.0,11.0,,,4.0,2.0,1.0,,,1.0,,,,7.0,
Iago,Iago,97868,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,4,2.2,Iago Amaral Borduchi,0.0,2,4.5,21,iago,6,0.0,,,,,,1.0,4.0,,,1.0,1.0,,,,,,,,1.0,
Jacy,Jacy,97878,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,18,4.03,Jacy Maranhão Oliveira,0.5,3,5.24,21,jacy,7,-0.94,,2.0,1.0,,,27.0,13.0,,6.0,17.0,,1.0,,,,,,,4.0,
Matheus Bahia,M. Bahia,97899,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,13,4.08,Matheus Bahia Santos,5.7,2,7.21,21,matheus-bahia,7,0.51,1.0,2.0,,,,20.0,14.0,1.0,1.0,15.0,,,,,2.0,,,,3.0,
Vitão,Vitão,97900,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,9,2.37,Vitor Eduardo da Silva Matos,-0.1,3,6.62,21,vitao,7,-0.36,,2.0,,,,2.0,6.0,,2.0,1.0,,,,,,,,,4.0,
Matheus Aurélio,M. Aurélio,97905,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,1.7,Matheus Aurélio Palhares Guimarães,0.0,1,2.61,21,matheus-aurelio,7,0.0,,1.0,,8.0,,,,,,,,,,6.0,,,,,,
Lucas Silva,L. Silva,97911,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,-0.17,Lucas Rodrigues da Silva,0.0,5,2.8,21,lucas-silva,6,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,
Marcos Vinícius,M. Vinícius,97969,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,9,1.48,Marcos Vinícius da Silva Santos,0.0,2,2.78,21,marcos-vinicius,6,0.0,1.0,2.0,,,,5.0,9.0,,2.0,2.0,1.0,,,,1.0,,,,,
Erick,Erick,98022,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,3.71,Erick Luis Conrado de Carvalho,0.0,4,6.04,21,erick,6,0.0,,5.0,,,,21.0,19.0,2.0,4.0,15.0,2.0,2.0,,,1.0,,,,,
Jáderson,Jáderson,98224,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,10,0.97,Jaderson Flores dos Reis,0.0,4,2.64,21,jaderson,6,0.0,,,,,,4.0,2.0,,1.0,7.0,,,,,,,,,,
Pedro Raul,P. Raul,98225,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,8,0.01,Pedro Raul Garay da Silva,0.0,5,2.63,21,pedro-raul,6,0.0,,1.0,,,,,5.0,,1.0,4.0,,,,,2.0,,,,,
Gabriel Batista,G. Batista,98333,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Gabriel Batista de Souza,0.0,1,3.0,21,gabriel-batista,6,0.0,,,,,,,,,,,,,,,,,,,,
Negueba,Negueba,98384,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,8,5.23,Luiz Henrique Soares Firmino,0.0,5,8.57,21,negueba,5,0.0,,4.0,,,,15.0,5.0,3.0,6.0,17.0,,1.0,,,,,,,,
Kanu,Kanu,98484,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,0.83,Victor Hugo Soares dos Santos,0.0,3,3.68,21,kanu,6,0.0,,2.0,,,,,3.0,,,1.0,,,,,1.0,,,,1.0,
Jean Lucas,J. Lucas,98517,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,17,5.21,Jean Lucas de Souza Oliveira,2.5,4,9.34,21,jean-lucas,7,-0.15,2.0,2.0,,,,34.0,29.0,3.0,9.0,17.0,1.0,2.0,,,1.0,,,,,
Maripán,Maripán,98617,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,3,1.0,Guillermo Alfonso Maripán Loaysa,2.4,3,4.34,21,maripan,7,0.1,,,,,,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,
Savarino,Savarino,98672,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,16,4.77,Jefferson David Savarino Quintero,1.3,4,8.91,21,savarino,6,-0.09,2.0,2.0,,,,5.0,6.0,10.0,14.0,14.0,3.0,3.0,,,6.0,,,,,
Angileri,Angileri,98720,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,8,3.99,Fabrizio Germán Angileri - Fabricio,0.0,2,6.1,21,angileri,7,0.0,,3.0,,,,6.0,4.0,,2.0,5.0,,1.0,,,,,,,3.0,
Samuel Lino,S. Lino,98873,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,19,7.59,Samuel Dias Lino,10.2,5,12.06,21,samuel-lino,7,0.22,7.0,2.0,,,,27.0,18.0,9.0,11.0,33.0,,5.0,,,2.0,,,,,
Cuello,Cuello,98909,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,18,5.95,Tomás Esteban Cuello,0.0,5,9.41,21,cuello,5,0.0,1.0,1.0,,,,29.0,16.0,7.0,18.0,30.0,4.0,2.0,,,13.0,,,,,
Elias,Elias,99034,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Elias Lira Nogueira Júnior,0.0,2,3.0,21,elias,6,0.0,,,,,,,,,,,,,,,,,,,,
Puma Rodríguez,P. Rodríguez,99213,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,13,5.15,José Luis Rodríguez Bebanz,0.0,2,7.99,21,puma-rodriguez,2,0.0,4.0,3.0,,,,12.0,5.0,6.0,6.0,1.0,,2.0,,,1.0,,,,1.0,
De la Cruz,D. Cruz,99228,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,10,0.82,Diego Nicolás de la Cruz Arcosa,-1.3,4,4.41,21,de-la-cruz,3,-0.36,,3.0,,,,4.0,8.0,,2.0,12.0,,,,,,,,,,
Pochettino,Pochettino,99267,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,1.6,Tomás Pochettino,1.2,4,5.83,21,pochettino,6,-0.43,,,,,,,,2.0,1.0,,,,,,,,,,,
Alexander Barboza,A. Barboza,99274,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,13,4.75,Alexander Nahuel Barboza Ullúa,4.4,3,10.15,21,alexander-barboza,7,0.35,2.0,5.0,1.0,,,26.0,24.0,5.0,5.0,,,1.0,,,,,,,2.0,
Luis Zubeldía,L. Zubeldía,99366,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,20,5.54,Luis Francisco Zubeldía,7.95,6,10.41,21,luis-zubeldia,7,0.66,,,,,,,,,,,,,,,,,,,,9.0
Baralhas,Baralhas,99440,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,15,5.24,Gabriel Baralhas dos Santos,3.9,4,9.25,21,baralhas,7,-0.25,2.0,4.0,,,,31.0,26.0,1.0,9.0,19.0,,2.0,,,,,,,,
Rossi,Rossi,99552,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,19,4.9,Agustín Daniel Rossi,4.2,1,8.68,21,rossi,7,0.58,,,,53.0,,,,,,2.0,,,,17.0,,,,,8.0,
Brenner,Brenner,99789,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,13,2.98,Brenner Souza da Silva,0.0,5,7.07,21,brenner,7,0.0,,1.0,,,,7.0,4.0,5.0,7.0,10.0,2.0,1.0,,,1.0,,,,,
Arias,Arias,99815,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,16,7.99,Jhon Adolfo Arias Andrade,17.7,4,16.5,21,arias,7,-0.08,2.0,4.0,,,,41.0,19.0,8.0,13.0,23.0,1.0,4.0,,,4.0,,,,,
Paulinho,Paulinho,99818,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,6,3.42,Paulo Henrique Sampaio Filho,0.0,5,10.37,21,paulinho,6,0.0,,1.0,,,,1.0,1.0,,3.0,4.0,,2.0,,,1.0,,,,,
Igor Gomes,I. Gomes,100084,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,6,1.47,Igor Silveira Gomes,0.0,4,5.62,21,igor-gomes,6,0.0,,1.0,,,,1.0,4.0,,,3.0,,1.0,,,,,,,,
Léo Andrade,L. Andrade,100342,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,4,2.95,Leonardo de Andrade Silva,0.0,3,4.79,21,leo-andrade,7,0.0,,1.0,,,,9.0,4.0,,,1.0,,,,,,,,,,
Krovinovic,Krovinovic,100596,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Filip Krovinović,0.0,4,5.0,21,krovinovic,6,0.0,,,,,,,,,,,,,,,,,,,,
Yuri Alberto,Y. Alberto,100652,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,17,4.1,Yuri Alberto Monteiro da Silva,3.5,5,10.58,21,yuri-alberto,5,0.35,2.0,2.0,,,,8.0,23.0,14.0,14.0,12.0,,3.0,,,13.0,,,,,
Fernando,Fernando,100695,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,9,4.89,Fernando dos Santos Pedro,0.0,5,5.37,21,fernando,6,0.0,1.0,,,,,8.0,6.0,3.0,3.0,8.0,1.0,2.0,,,2.0,,,,,
Matheus Henrique,M. Henrique,100742,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,20,1.88,Matheus Henrique de Souza,-1.3,4,4.54,21,matheus-henrique,3,-0.6,,3.0,,,,20.0,13.0,,5.0,23.0,,,,,,1.0,,,,
Tchamba,Tchamba,100804,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,14,2.08,Duplexe Tchamba Bangou,0.0,3,5.11,21,tchamba,5,0.0,,1.0,,,,15.0,8.0,1.0,3.0,5.0,,,2.0,,1.0,,,,2.0,
Ruan,Ruan,100842,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,17,3.19,Ruan Tressoldi Netto,0.0,3,5.71,21,ruan,7,0.0,,7.0,,,,21.0,16.0,,2.0,14.0,,2.0,,,1.0,,,,2.0,
