"ID","Apelido","ClubeID","PosicaoID"
89190,"Judivan ",283,5
83760,"Caramelo",315,2
90320,"Igor",262,3
90532,"Arthur",284,4
90531,"Raul",284,2
91102,"Flávio",287,4
91260,"Lucas Perri",276,1
91387,"Sinho",292,2
86861,"Vinicius",287,3
87192,"Zeca",277,2
87611,"Tiago",284,1
88387,"Sueliton",327,3
95799,"Artur",275,5
78445,"Renê",292,2
88225,"Daniel Guedes ",277,2
90535,"Alex",283,4
78464,"Fábio Braga",294,4
87887,"Balbuena",264,3
68872,"Marcelo Lomba",285,1
87999,"Gustavo Scarpa",266,4
88065,"Jorge",262,2
88087,"Ramon",287,3
88136,"Ivan",303,1
88140,"Isaac",264,5
78500,"Sérgio Manoel",315,4
89258,"Daniel",262,1
89466,"Horácio",292,4
89637,"Thiago Maia",277,4
89676,"Nickson",287,5
78605,"Gabriel",275,4
90566,"Rafael Longuine",277,4
90634,"Lucas Mineiro",315,4
90569,"Yuri",277,4
90635,"Guilherme Xavier",327,4
90637,"Renato Bruno",327,4
91714,"Marciel",264,4
90651,"Rodrigão",277,5
87482,"Gimenez",315,2
87402,"Messias",327,3
87552,"Vitor Bueno",277,4
87747,"Yago",316,4
87486,"Matheus Reis",276,2
87742,"Neto Moura",292,4
87860,"Federico Gino",283,4
87863,"Arrascaeta",283,4
91003,"Alison",292,5
91001,"Evandro",292,2
72490,"Fred",284,3
73414,"Thiago Rodrigues",316,1
78839,"Gabriel Gasparotto",277,1
88129,"Lucas Gomes",344,4
83335,"Anderson Lopes",293,5
87420,"Cristaldo",275,5
70928,"William Henrique",287,5
89493,"Igor Rabello",263,3
89840,"Calleri",276,5
89885,"Leandrinho",263,4
89898,"Róger Guedes",275,5
89924,"Bruno Ramires",283,4
62130,"William Matheus",266,2
80129,"Jadson",344,4
68881,"Rodrigo Andrade",315,4
84324,"Octávio",263,4
88002,"Serginho",287,4
49737,"Fernando Gabriel",344,4
68744,"Emerson",262,5
68745,"Vecchio",277,4
68779,"Johnathan Goiano",292,5
68758,"Fernandinho",262,5
68928,"Rafael",283,1
68932,"Renan Ribeiro",276,1
68887,"Gum",266,3
68907,"Wellington",344,3
68808,"Nino Paraíba",303,2
68827,"Renato Chaves",266,3
68834,"Rithely",292,4
68873,"Paulo Victor",262,1
88430,"Luiz Carlos ",292,1
88479,"Walace",284,4
88540,"Auro",276,2
88916,"Luan Polli ",316,1
88269,"Centurión",276,5
88323,"Ángel Romero",264,5
95831,"Caíque",276,2
88224,"Paulo Ricardo",277,3
89275,"William",285,2
78548,"Jean Mota",277,4
82411,"Cueva",276,5
72491,"Bressan",284,3
72097,"Giovanni",266,2
72071,"Amaral",287,4
72168,"João Paulo",344,4
72290,"Jailson",275,1
72334,"Ayrton",316,2
72362,"Rodrigo Lindoso",263,4
72099,"Wiliam Barbio",327,5
37673,"Alecsandro",275,5
37701,"Léo Moura",344,2
94286,"Perotti",315,5
94228,"Iago",284,2
94249,"Lourency",315,5
94288,"Lima",315,4
73384,"Samuel Xavier",292,2
85465,"Alex Santana",285,4
91970,"James Freitas",284,6
78422,"Oswaldo",292,3
72007,"Uillian Correia",344,4
72037,"Renan Fonseca",263,3
60794,"Pablo",327,2
60819,"Dedé",283,3
91916,"Silas",285,4
77772,"Canales",263,5
78086,"César",303,1
71040,"Felipe Amorim",294,4
71066,"Mancuello",262,4
71043,"Leo",276,1
71117,"Vander",287,5
81091,"Jair",285,4
81776,"Bruno Nazário",283,4
80944,"Marlone",264,4
81770,"Clayton",282,5
81223,"Erazo",282,3
81150,"Mayke",283,2
81845,"Alisson",283,5
81543,"Josué",287,3
81950,"Jefferson",316,4
74210,"César González",294,4
77529,"Leandro Silva",316,2
77500,"Yago",264,3
77868,"Filipe Machado",315,3
77895,"Emerson Conceição",294,2
78715,"Ramiro",284,4
78979,"Edson Kölln",344,1
95693,"Rodney Wallace",292,5
95638,"Marcelo",263,3
95659,"Artur",276,4
71571,"Fernando Miguel",287,1
71572,"Gabriel",284,3
71593,"Henrique Mattos",292,3
71603,"Luiz Eduardo",276,3
70944,"Bruno Henrique",264,4
78991,"Moisés",315,4
70929,"Negueba",284,5
79437,"Roger Machado ",284,6
73800,"Rodrigo Caio",276,3
95779,"João Figueiredo",282,5
95660,"Felipe Araruna",276,2
95794,"Nathan",282,3
79553,"Mansur",292,2
78632,"Bryan",283,2
79276,"Nery Bareiro",294,3
80913,"Nixon",327,5
81951,"Igor Julião",266,2
71631,"Weverton",293,1
79035,"Luiz Felipe",277,3
79042,"Tiago ",282,3
95661,"Pedro",276,5
71032,"Lucas Zen",263,4
80853,"Pedro Geromel",284,3
79048,"Elisson",283,1
79066,"Alex Muralha",262,1
95662,"Lucas Kal",276,3
95663,"Vinícius",303,4
95780,"Zé Ricardo",262,6
71123,"Thiago Mendes",276,4
78865,"Rodrigo Dourado",285,4
71227,"Maicon",276,3
71162,"Vinícius",293,4
78765,"Alan Mineiro",264,4
79646,"Bruno Pereirinha",293,2
79256,"Sánchez Miño",283,2
78967,"Dudu",316,5
79077,"Daniel Costa",344,4
37659,"Lauro",282,1
70696,"Fábio Carille",264,6
37608,"Cristian",264,4
37607,"Michel Bastos",276,4
37655,"Rafael Moura",316,5
37601,"Tiago Cardoso",344,1
37688,"Cícero",266,4
37694,"Henrique",283,4
37657,"Edu Dracena",275,3
37718,"Arouca",275,4
37705,"Juan",294,4
37917,"Elano",277,4
37662,"Jonathan",266,2
38032,"Cleber Santana",315,4
38196,"Maicon",284,4
92094,"Diogo Vitor",277,2
73336,"Rafael Martins",294,1
60825,"Felipe Azevedo",303,5
61033,"Rodriguinho",264,4
60852,"Uendel",264,2
60834,"Luan",293,5
61135,"Ananias",315,5
61149,"Lucca",264,5
60969,"Patric",282,2
61211,"Carlos Cesar",282,2
61985,"Airton",263,4
91101,"Ronaldo",287,1
72943,"Luís Cáceres",294,4
73281,"Renê Júnior",303,4
72605,"Vitor Hugo",275,3
72717,"Clayton",292,4
72896,"Paulo Cezar",285,2
77773,"Vilches",293,3
74014,"Alemão",344,3
74060,"Luiz Antonio ",292,4
74074,"Claudio Winck",315,2
74078,"Hernani ",293,4
74140,"Élber",283,4
75295,"Paolo Guerrero",262,5
70222,"Sidão",263,1
86766,"Matheus Rossetto",293,4
73863,"Claudinei",327,4
73918,"Canteros",262,4
73991,"Walisson Maia",294,3
80080,"Brenner",285,5
38421,"Rafinha",283,4
38928,"Dudu Cearense",263,4
42236,"Bruno Teles",327,2
50347,"Alan Kardec",276,5
50328,"Marcelo Oliveira",284,2
50362,"Lucas",283,2
50393,"Thiego",315,3
50326,"Everton Santos",316,5
63194,"Carlinhos",294,2
69012,"Santos",293,1
78151,"Vagner",275,1
78235,"Leandrinho",277,4
78248,"Gustavo Henrique",277,3
78361,"Edgardo Bauza",276,6
68910,"Anselmo",285,4
68920,"Dudu",275,5
68911,"Diego Souza",292,4
73992,"Rodinei",262,2
77777,"João Schmidt ",276,4
77809,"William Pottker",303,5
69782,"Dener Assunção",315,2
78407,"Douglas Grolli",303,3
78435,"Vitinho",285,5
70742,"Seijas",285,4
69051,"Danilo Fernandes",285,1
70986,"Léo Cittadini",277,4
71885,"Tiago Costa",344,2
71829,"Júnior Urso ",282,4
71769,"Guilherme Queiroz",316,5
71818,"Bruno Grassi",284,1
71634,"Jaime",316,3
71707,"Michael Ortega",316,4
71709,"Cuéllar",262,4
71719,"Elton",303,4
72488,"Follmann ",315,1
70111,"Guilherme Mattis",287,3
70132,"Alan Santos",294,4
70057,"Lelê",344,4
63133,"Elias",316,5
37245,"Guto Ferreira",315,6
78117,"Everaldo",344,5
45125,"Tite",264,6
41946,"Caio Júnior",315,6
42500,"Fagner",264,2
49673,"Júlio César",266,1
49674,"Fabrício",275,2
50284,"Wilson",294,1
79826,"Douglas Santos",282,2
79887,"Fabiano",275,2
94207,"Guilherme",284,5
79578,"Sassá",263,5
80393,"Fabinho",285,4
80374,"Norberto ",287,2
84290,"Ailton Canela",315,5
80330,"Jocinei",316,4
80337,"Arthur ",344,5
80363,"Ariel Cabral",283,4
36612,"Zé Roberto",275,4
36650,"Magno Alves",266,5
53669,"Lins",316,5
53148,"Ytalo",276,5
68962,"Arthur Maia",315,4
69008,"Neto",315,3
69010,"João Carlos",303,1
68930,"Kieza",287,5
68952,"Marinho",287,5
68956,"Ernandes",327,4
68958,"Wallace Reis ",284,3
69138,"Pablo",293,5
69177,"Léo",293,2
69240,"Dátolo",282,4
69282,"Lucas Barrios",275,5
69343,"Mark González",292,4
69705,"Nikão",293,4
68979,"Giovanni",282,1
70046,"Victor Ferraz",277,2
70058,"Tiago Real",287,4
70162,"Jackson Caucaia",316,4
51175,"Denis",276,1
91743,"Wesley Natã",315,5
60788,"Marquinhos",285,4
91815,"Ygor Nogueira",266,3
91808,"Caíque França",264,1
91783,"Diego",263,2
83048,"Rafael Thyere",284,3
94143,"Luiz Miller",344,1
94138,"Felipe Vizeu",262,5
94147,"Lucas Ferreira",292,1
94154,"Maycon",303,4
94144,"Thallyson",292,5
94214,"Léo Duarte",262,3
90302,"Pedro Rocha",284,5
94509,"Raphael Veiga",294,4
90309,"David",287,4
94583,"Pedro",266,5
94649,"Maxi Rolón",277,5
90311,"Bryan Olivera",266,4
90399,"Fernandes",263,4
90334,"Araújo",284,4
91222,"Dierson",263,4
91264,"Matheus Sávio",262,5
91664,"Adryelson",292,3
91687,"João Pedro",293,4
86765,"Bruno Mota",293,4
94068,"Ribamar",263,5
86143,"Wanderson",293,3
86410,"Victor Luis",263,2
94722,"Yan Petter",285,4
85930,"Aylon",285,5
86486,"Milton Mendes",344,6
90764,"Luis Gustavo",292,3
94930,"Lucas Paquetá",262,4
86588,"Ícaro",294,4
90679,"Marlon",316,2
90768,"Fabrício Bruno",283,3
90942,"Walter Guimarães",344,3
93797,"Marcinho",263,2
90336,"Jean",263,2
80538,"Marlon Santos",266,3
83434,"Pedrinho",344,4
90370,"Matheus Pereira",264,4
91917,"Silva",285,4
36943,"Paulo Autuori",293,6
36940,"Oswaldo de Oliveira",264,6
52950,"Victor",282,1
91920,"Henrique Trevisan",316,3
92081,"Richarlison ",266,5
92087,"Lyanco",276,3
92182,"Juninho",294,3
92128,"Luis Henrique",263,5
92145,"Hyago",316,4
92085,"Giovanny ",293,4
92501,"Lucas Lovat",284,2
92504,"Batista",284,5
92518,"Marcílio",344,4
92574,"Kaio",284,4
92500,"Rafael Dumas",262,3
92617,"Léo Tilica",284,5
92623,"Kauê",275,5
81905,"Henrique Dourado",266,5
81923,"Donatti",262,3
88597,"Lucas Crispim",277,4
88848,"Júnior Oliveira",316,1
95829,"Rak",285,3
95832,"Marcão",284,3
95837,"Fabián Noguera",277,3
95841,"Matheus Henrique",316,5
95820,"Léo Santos",264,3
92662,"Denilson",284,3
92225,"Thiago Lopes",294,4
92193,"Ravanelli",303,4
92207,"Caíque",287,1
92291,"Bruno Viana",283,3
92438,"Matheus Phillipe",266,1
92618,"Wesley",284,2
92614,"Rafaelson",287,5
92661,"Matheus Oliveira",285,2
92663,"Murilo",276,5
95465,"Matheus Nolasco",277,5
89444,"Hugo Ragelli",283,5
90265,"Tiaguinho",315,5
94445,"Juninho",292,4
95622,"Marcus Vinicius",316,4
95466,"Igor",277,4
95539,"Fabrício",292,4
95619,"Rafael Oller",277,4
95620,"Bruno Leonardo",277,4
95623,"Lucão",344,3
95621,"Danilo",277,4
95626,"Matheus",344,4
95637,"Banguelê",276,4
91710,"Jacsson",285,1
88393,"Ayrton ",266,2
94045,"Diego Gomes",277,4
88417,"Iago",294,5
94894,"Capixaba",282,5
86411,"Breno Lopes",303,2
93884,"Danylo Fernandes",327,2
89492,"Saulo",263,1
93869,"Lucas França",283,1
89273,"João Pedro ",275,2
89285,"Matheus Sales",275,4
89342,"Caju",277,2
93882,"Cleiton",282,1
89640,"Williams",344,4
93883,"Roger",327,3
93885,"Maktom",327,4
93886,"Matheusinho",327,4
94013,"Guilherme Morassi",316,2
94004,"Andrei",315,4
94003,"Scalon",315,3
94044,"John Victor",277,1
94931,"Lucas Fernandes",276,4
94933,"Vitinho",327,5
95126,"Yago",293,5
94985,"Dodô",294,2
94962,"Lucão",283,1
95022,"Thalis ",282,4
95023,"Luis Guilherme",282,5
87399,"Mário Sérgio",344,2
95337,"Léo Cereja",303,4
95127,"Nicolas",293,4
95121,"Matheus Nogueira",284,1
95180,"Índio",292,5
95464,"Gregore",277,4
95181,"Vinícius Bala",292,5
95335,"Matheus Jesus",303,4
95315,"Índio",294,5
93804,"Maicon",292,2
93834,"Keiller",285,1
93835,"Kaike",285,2
93846,"Rafael Fachin",294,1
85121,"Robert ",266,4
92630,"Claudinho",264,5
94067,"Matheus Fernandes",263,4
37788,"Marcelo Boeck",315,1
37941,"Borges",327,5
37894,"Danilo Dias",327,5
37798,"Rafael Sobis",283,5
37790,"Ceará",285,2
38229,"Fábio Santos",282,2
49651,"Ernando",285,3
50324,"Hudson",276,4
50361,"Rafael Lima",315,3
50369,"Carlos Eduardo",282,4
50421,"Wesley",276,4
50439,"Vilson",264,3
50454,"Serginho",292,4
50459,"Léo",283,3
51415,"Roger Carvalho",275,3
50645,"Eduardo",293,2
50462,"Leandro Almeida",285,3
52253,"Réver",262,3
51705,"Bruno Rodrigo",283,3
52897,"Nivaldo",315,1
52674,"Gilson",327,2
51792,"Kanu",287,3
50427,"Kadu",303,3
60752,"Cristóvão Borges",264,6
60791,"Derley",344,4
60784,"Rafael Carioca",282,4
61999,"Ariel",285,5
62009,"Camilo",263,4
62024,"Edimar",283,2
62977,"Ganso",276,4
62974,"Werley",316,3
62971,"Nirley",316,3
63000,"Victor Ramos",287,3
63014,"Gil",315,4
63110,"Alan Ruschel",315,2
68904,"Vítor",344,2
80287,"Luciano",264,5
83189,"Riascos",283,5
83255,"Giva",303,5
95624,"Ortega",344,2
95625,"Cleber",344,4
91519,"Kazim",294,5
80224,"Lizio",263,4
80188,"Marcos Junior",266,5
80281,"Cleberson",293,3
80286,"Matheus Vidotto",264,1
86935,"Rodrigo",275,4
71724,"Agenor",292,1
78994,"Eduardo Henrique",285,4
85931,"Hyoran",315,4
80431,"Maicon Silva",287,2
62129,"Wellington",276,4
62136,"Marcelo Oliveira",282,6
86759,"Luan",284,5
80370,"Edson",266,4
85241,"Yerry Mina",275,3
85400,"Marcelo",287,4
60780,"Vinícius Eutrópio",316,6
78895,"Marcelo",315,3
85418,"Uilson",282,1
78855,"Thiago Santos",275,4
85423,"Valdívia",285,4
85083,"Vinícius Silvestre",275,1
85984,"Barrientos",293,4
85297,"Wilder",276,5
80399,"Higor Leite",266,4
82775,"Lucas Ramon ",344,2
83528,"Léo Pereira",293,3
92631,"Trindade",262,4
74061,"Gatito Fernández",316,1
82767,"Vinícius Araújo",292,5
82768,"Danilo",315,1
83266,"Marcos Guilherme ",293,4
83438,"Guilherme Parede",294,5
73806,"Samuel ",266,5
73620,"Bruno Alves",316,3
73465,"Luccas Claro",294,3
73511,"Dudu",266,4
73085,"Leandro",294,5
73974,"Alison",277,4
92764,"Bruno Baio",285,5
71778,"Bady",316,4
71799,"Silvinho",315,5
73317,"Argel Fucks",287,6
71892,"Wellington Silva",266,2
73540,"Rogério",292,5
71915,"Bruno Moraes",344,5
72932,"César Benítez",294,2
73515,"Gabriel",262,4
73344,"Renatinho",344,2
73513,"Maranhão",266,4
73353,"Eduardo",266,4
36934,"Muricy Ramalho",262,6
37306,"Gilson Kleina",294,6
37604,"Paulo André",293,3
37656,"Fábio",283,1
49675,"Alexandre Pato",264,5
79947,"Marion",344,5
77556,"Bruno Brígido",294,1
77959,"Copete",277,5
94765,"Léo Principe",264,2
84847,"Luan Peres ",344,3
93153,"Pachequinho",294,6
78968,"Leandro Pereira",275,5
69042,"Ronaldo",282,3
92837,"Sergio Vieira",327,6
82703,"Matheus Biteco",315,4
95260,"Vitinho",283,2
62119,"Tiago Luis",327,5
38230,"Grafite",344,5
38279,"Wellington Paulista",303,5
38287,"Roger",303,5
38350,"Fernando Leal",327,1
38311,"Márcio Araújo",262,4
38573,"Nilton",285,4
38632,"Matheus Ferraz",292,3
38579,"Rodrigo Mancha",292,4
38738,"Douglas",284,4
38523,"Edílson",284,2
38822,"Leandro Guerreiro",327,4
38852,"Anderson",285,4
38910,"Ricardo Oliveira",277,5
38908,"Renato",277,4
39152,"Jonas",327,2
38957,"Rafael Marques",275,5
39144,"Leandro Domingues",287,4
42213,"Fernando Bob",285,4
41218,"Magrão",292,1
61238,"Hélder",327,2
62047,"Jean",275,4
62086,"Pará",262,2
62056,"Kempes",315,5
62104,"Robinho",283,4
62121,"Vanderlei",277,1
62128,"Walter",293,5
51683,"Bruno Rangel",315,5
51702,"Alison",327,3
51548,"Giuliano",284,4
51495,"Tiago Alves",303,3
51549,"Adalberto",327,3
54797,"Túlio de Melo",292,5
54395,"Elias",264,4
55519,"Edmílson",292,5
56102,"João Paulo",294,4
54424,"Willians",264,4
63082,"Rodolfo",293,1
63013,"Marcos Rocha",282,2
63058,"Willian Farias",287,4
69022,"Marcelo Cirino",262,5
68938,"Giovanni Augusto",264,4
68951,"Josimar",315,4
68917,"Vinicius",294,5
68924,"Leandrinho",344,4
95627,"Ailton ",344,5
95651,"Filipinho",282,5
69040,"Vladimir",277,1
69041,"Muriel",285,1
68954,"Marquinhos Gabriel",264,4
68925,"Leonardo Silva",282,3
62127,"Wallyson",344,5
38067,"Danilo",264,4
38394,"Thiago Heleno",293,3
38431,"Diego Cavalieri",266,1
38451,"Carlinhos",276,2
38515,"Marquinhos",316,3
38530,"Cleiton Xavier",275,4
38425,"Fábio Ferreira",303,3
40990,"Dorival Júnior",277,6
40025,"Levir Culpi",266,6
40179,"Kleber",294,5
41273,"Ricardo Gomes",276,6
42145,"Egídio",275,2
42232,"Amaral",294,4
42116,"Willian",283,5
42222,"Osvaldo",266,5
42247,"Danny Morais",344,3
42234,"Cássio",264,1
39850,"Vagner Mancini",287,6
38440,"Pierre",266,4
91928,"Christian Sávio",327,4
91946,"Eriks",285,3
91950,"Gabriel",287,4
77967,"Mena",276,2
71116,"Roberto",344,2
68901,"Rodrigo Pimpão",263,5
89976,"Geferson",285,2
89977,"Bruno Santos",316,2
90290,"Jailson",284,4
90303,"Lincoln",284,4
71549,"Kelvin",276,5
86779,"Allan ",344,2
86797,"Raniel",283,4
86972,"Emerson Santos",263,3
87008,"Léo",284,1
70360,"Eduardo Sasha",285,5
73721,"Marcos Vinícius",283,4
73649,"Lucas Pratto",282,5
73635,"Rildo",264,5
86764,"Sidcley",293,2
89226,"Iago Maidana",276,3
89930,"Andrigo",285,4
71844,"Thiago Galhardo",303,4
78478,"Willian Arão",262,4
89227,"Balbino",284,4
89256,"Gerson",266,4
89693,"Leonan",282,4
89815,"Gustavo Ferrareis",285,4
78578,"Paulinho",277,5
78584,"Douglas Friedrich",264,1
71694,"Jorge Ortega",294,5
86686,"Tchê Tchê",275,4
86760,"Lucas Macanhan",293,1
90777,"Caixinha",315,2
78850,"Reinaldo",303,2
70173,"Ederson",262,4
70216,"Gustavo",287,1
86842,"Ewandro",293,5
95694,"Victor Hugo",263,1
70987,"Pablo Diogo",282,5
70165,"Maranhão",327,5
39431,"Givanildo Oliveira",327,6
73375,"Felipe",264,3
78530,"Matheus Bertotto",285,4
86820,"Reginaldo ",294,2
71055,"Pato Rodríguez",277,4
50413,"Anderson Aquino",263,5
50408,"Breno",276,3
50417,"Valencia",277,4
50856,"Henrique",266,3
51413,"Walter",264,1
51318,"Leandro Donizete",282,4
51299,"Emerson Silva",263,3
51476,"Rafael Bastos",315,4
55348,"Luis Ricardo",263,2
92078,"Wallace",292,5
79702,"Antonio Carlos ",303,3
79892,"Nenén",315,4
81148,"Ronaldo Mendes",277,4
81682,"Cazares",282,4
81241,"Oswaldo Henríquez",292,3
74075,"Wallace Oliveira",284,2
82787,"Joel",277,5
82939,"Ruy",294,4
82952,"Ermel",316,5
83688,"Luan",316,4
83772,"Neilton",263,5
83786,"Neris",344,3
85027,"Carlos",282,5
84887,"Dener",316,4
91194,"Thiago",262,1
84684,"Lucas Gomes",315,5
80576,"Renato",316,4
84848,"Erik",275,5
84851,"Lucas Cândido",282,4
83817,"Clayson",303,4
84890,"Euller ",287,2
84917,"Jeferson",303,2
84926,"Yago",282,4
79954,"Romário",327,5
84927,"Dodô",316,4
80394,"Matheus Inácio",303,1
80583,"Lucas Lima",277,4
82381,"Juninho",327,4
82128,"Ferrugem",316,4
86485,"Keno",344,5
84592,"Salgueiro",263,5
84266,"Alisson",316,1
85004,"Marcos Felipe ",266,1
86620,"Rivaldinho",285,5
84382,"Danilo Barcelos",327,2
84554,"Lucão",276,3
86519,"Everton Felipe",292,4
86527,"Wellington Cézar",344,4
86725,"Rafael Silva",316,5
90703,"Matheusinho",316,4
86757,"Everton",284,5
86745,"Lucas Rex",284,3
90892,"Wallace",287,1
91100,"Alípio",287,4
85040,"Gabriel Xavier",292,4
85149,"Ronaldo",292,4
85586,"Jonas",303,4
79973,"Helton Leite",263,1
85591,"Artur",285,2
78868,"Raphinha",285,2
85596,"Gustavo Ramos",285,5
85629,"Daniel",276,4
85882,"Diogo Mateus",287,2
84555,"Glauco",327,1
84558,"Lucas Romero",283,4
84585,"Allione",275,4
83028,"Braian Rodríguez",284,5
80171,"Dedé",344,4
82758,"Hyuri",282,5
93282,"Fábio",292,4
92841,"Fernando Medeiros",277,4
86859,"José Welison",287,4
87201,"Igor ",315,3
87213,"Pará",316,2
87211,"Eduardo Baptista",303,6
87225,"Pedro Henrique",264,3
87228,"Guilherme Arana",264,2
93368,"Lucas Veríssimo",277,3
93376,"Wesley Souza",277,4
87267,"Marcão",293,3
93378,"Augusto",275,3
93414,"Joel Carli",263,3
93567,"Pisano",344,4
87391,"Allano",283,5
92981,"Ronaldo",262,4
93146,"Yan",287,4
93746,"Lenis",292,5
93151,"Thiago Santos",262,5
93152,"Tontini",284,4
80552,"Marquinhos Pedroso",316,2
87393,"Gabriel",282,3
92811,"Bruno Rodrigues",293,5
82567,"Moisés",284,4
82499,"Christiano ",292,2
82613,"Alan Costa",285,3
82627,"Luiz Araújo",276,4
82570,"Gabriel Esteves",316,5
82403,"César Martins",262,3
82463,"Otávio",293,4
82653,"Victor Rangel",327,5
82469,"Douglas Coutinho ",283,5
82639,"Marcelo Hermes",284,2
82474,"Gegê",263,4
86629,"Arthur Henrique",262,2
95770,"Vitinho",275,4
85425,"João Paulo",277,1
93790,"Marlon Freitas",266,4
93791,"Danielzinho",266,4
93795,"Matheus Cabral",263,1
82584,"Marquinho",263,4
82740,"Artur",327,3
92850,"Alex Bolaño",344,4
38064,"Denilson",283,4
38909,"Diego",262,4
51042,"Apodi",292,2
95950,"Claudio Aquino",266,4
68821,"Rafael Galhardo",293,2
68895,"Wellington",266,5
95937,"Alexis Rojas",266,5
84709,"Nico López",285,5
87342,"Kannemann",284,3
72886,"Luis Ruiz",292,5
80537,"Michael",327,5
51707,"Cardoso",327,3
62137,"Enderson Moreira",327,6
83004,"Otero",282,4
87361,"Eisner Loboa",327,4
72603,"William Menezes",294,1
96024,"Jonathan",283,1
96055,"Yan",294,4
91866,"Zé Ivaldo",293,3
94924,"Íkaro",293,4
72871,"Cárdenas",287,4
37281,"Mano Menezes",283,6
89839,"Andres Chavez",276,5
96201,"Marcus Índio",316,5
96076,"Luciano Cabral",293,5
90587,"Cascardo",293,2
96328,"Matheus Oliveira",277,4
90899,"Lucas Fernandes",293,5
95997,"Diego Lopes",327,4
85069,"Renan Paulino",293,4
69047,"Paulo Roberto",292,4
87350,"Buffarini",276,2
37424,"Pintado",276,6
86189,"Mosquito",293,5
79193,"Abuda",303,4
96342,"Charles",285,4
88898,"André Jardine",276,6
96340,"Lima",284,4
37984,"Aranha",303,1
36856,"Celso Roth",285,6
39355,"Carpegiani",294,6
96349,"Geovane",294,3
89339,"Adriano Teixeira",344,6
86970,"Eduardo",285,3
92180,"Jair Ventura",263,6
79343,"Doriva",344,6
71656,"Diego Torres ",316,4
73347,"Elvis",316,4
89343,"Júnior Tavares",276,2
70018,"Nilson",327,5
73854,"Éder Lima",327,2
38365,"Henrique",287,3
96433,"Ralph",282,4
94767,"Tuca Guimarães",316,6
63128,"Douglas",276,3
86932,"Gustavo",264,5
89150,"Jean",264,4
91359,"Bruno",287,3
38356,"Jussiê",293,5
96468,"Daniel",285,1
80280,"Taiberson",285,5
70958,"Jean Carlos",276,4
90331,"Vitor",284,1
96524,"Victor Lindenberg",263,2
86323,"Walterson",277,5
84817,"Robson",276,5
96532,"Adson",282,2
96558,"David Neres",276,5
96591,"Renan Lodi",293,2
95798,"Gustavo Machado",263,4
38960,"Zé Eduardo",287,5
96633,"Pablo",292,4
90872,"Wagner",344,4
80076,"Zé Roberto",303,5
92054,"Alemão",263,2
71479,"Lucho González",293,4
74017,"Josa",316,4
41929,"Renato Gaúcho",284,6
81031,"Marquinhos Santos",316,6
96788,"Victor Feitosa",293,4
72167,"Mazinho",344,5
