"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","DS_mean","PI_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","status","price_diff","last_points"
"egidio",42145,"Egídio","266","lat",9.3,4.40909090909091,3.95454545454546,0,11,0,0,0.454545454545455,1.27272727272727,4.18181818181818,12.8181818181818,0.181818181818182,0,0.545454545454545,0.0909090909090909,0,0,"Dúvida",-0.92,-0.7
"osvaldo",42222,"Osvaldo","356","ata",6.27,2.59375,2.59375,0,16,0,0,0.9375,0.5625,1.125,5,0.125,0.125,0.875,0.5625,0.0625,0,"Nulo",-0.15,2.4
"cassio",42234,"Cássio","264","gol",5.46,1.14615384615385,0.376923076923077,0,13,0,0,0,0.153846153846154,0.0769230769230769,5.07692307692308,0,0,0,0,0,1.07692307692308,"Nulo",-1.12,-10.6
"marcio-azevedo",42491,"Márcio Azevedo","293","lat",3.41,-0.975,-0.975,-0.869734771230273,4,-1.6,0.9,0,2.25,1,9.75,0,0,0.25,0,0,0,"Nulo",0.65,2
"fagner",42500,"Fagner","264","lat",10.55,2.63636363636364,1.72727272727273,0,11,0,0,0.636363636363636,1.45454545454545,2.63636363636364,11.7272727272727,0,0,0.727272727272727,0.181818181818182,0.0909090909090909,0,"Nulo",-0.59,2
"rhodolfo",42501,"Rhodolfo","294","zag",4.64,2.16666666666667,1.33333333333333,0.078688955340503,6,2.5,1.1,0,0.5,1.83333333333333,5,0,0,0.5,0,0,0,"Dúvida",0.02,1
"ernando",49651,"Ernando","265","zag",5.63,2.725,1.475,0,12,0,0,0.5,0.833333333333333,0.583333333333333,3.33333333333333,0.0833333333333333,0,0.25,0.166666666666667,0.0833333333333333,0,"Nulo",0.11,-0.5
"wilson",50284,"Wilson","294","gol",7.17,2.56470588235294,0.976470588235294,0,17,0,0,0,0,0.0588235294117647,9.05882352941176,0,0,0.117647058823529,0,0,1.05882352941176,"Provável",-0.93,-4.3
"ramires",50293,"Ramires","275","mei",4.34,0.815384615384615,0.815384615384615,0,13,0,0,0.153846153846154,0.692307692307692,1.61538461538462,2.23076923076923,0,0,0.461538461538462,0.0769230769230769,0,0,"Nulo",-0.42,-1.1
"everton",50301,"Everton","284","mei",5.32,2.28333333333333,2.28333333333333,0,6,0,0,1,1.66666666666667,1.33333333333333,5.5,0.166666666666667,0.166666666666667,1.16666666666667,0.5,0,0,"Nulo",-0.67,-0.2
"david-braz",50317,"David Braz","284","zag",7.7,4.04166666666667,2.375,0,12,0,0,0.583333333333333,0.666666666666667,1.83333333333333,4.25,0,0,0.333333333333333,0.333333333333333,0.0833333333333333,0,"Provável",-2.44,-3.6
"hudson",50324,"Hudson","266","mei",4.92,2.35,2.35,0,10,0,0,0.2,2.3,3.1,4.6,0.2,0.1,0.4,0.2,0,0,"Provável",-0.74,-2.5
"guilherme-santos",50346,"Guilherme Santos","263","lat",6.67,2.61818181818182,1.70909090909091,0,11,0,0,0.545454545454545,1.63636363636364,1.54545454545455,5,0.181818181818182,0.0909090909090909,0.909090909090909,0.545454545454545,0,0,"Nulo",0.64,2.2
"eduardo",50645,"Eduardo","354","lat",1.94,1.07142857142857,0.357142857142857,0,7,0,0,0,0.714285714285714,1.28571428571429,5.71428571428571,0,0.142857142857143,0.571428571428571,0,0,0,"Provável",-2.23,-6.9
"walter",51413,"Walter","264","gol",8.21,-2,-2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,"Nulo",3.22,17.9
"roger-carvalho",51415,"Roger Carvalho","356","zag",4.63,3.55,-0.2,0,4,0,0,0,0.25,0,2,0,0,0.25,0,0,0,"Nulo",0.48,6
"everton-ribeiro",51772,"Everton Ribeiro","262","mei",11.02,3.56923076923077,3.56923076923077,0,13,0,0,1.15384615384615,1.23076923076923,1.53846153846154,7.76923076923077,0,0,1.76923076923077,0.461538461538462,0.230769230769231,0,"Provável",3.72,19.8
"rever",52253,"Réver","282","zag",8.15,3.08,2.08,0,10,0,0,0.6,1,1.6,5.6,0,0,0.9,0.4,0.1,0,"Dúvida",0.96,5.5
"bruno-cesar",52558,"Bruno César","267","mei",3.51,0.9,0.9,0,7,0,0,0.571428571428571,0.285714285714286,0.428571428571429,3.14285714285714,0,0,0.714285714285714,0.285714285714286,0,0,"Nulo",-0.22,-0.4
"victor",52950,"Victor","282","gol",6.11,-7.2,-7.2,0,1,0,-7.2,0,0,0,12,0,0,0,0,0,0,"Nulo",-3.89,-7.2
"ytalo",53148,"Ytalo","280","ata",6.48,2.38,2.38,0,10,0,0,1.3,0.8,0.5,1.5,0.2,0.1,0.4,0.7,0,0,"Provável",0.61,8.2
"elias",54395,"Elias","265","mei",7.19,0.15,0.15,0,4,0,0,0.5,1.25,0.5,5,0,0,0.75,0.5,0,0,"Nulo",-0.9,-2.2
"derley",60791,"Derley","356","mei",2.82,1.8,1.8,0.783927110995695,2,1.8,-2.5,1,0,1,0,0,0,0,1,0,0,"Nulo",-1.38,-2.5
"uendel",60852,"Uendel","285","lat",4.44,0.975,1.725,0,4,0,0,0,2.75,4.5,14,0,0,0,0,0,0,"Provável",1.08,5.6
"moacir",60858,"Moacir","373","mei",1.71,0.35,0.35,-1.23451312760365,4,-1.2,2.8,0,1.25,1.25,2.75,0,0,0,0,0,0,"Nulo",-0.73,-1.1
"patric",60969,"Patric","292","lat",7.49,3.10666666666667,2.7,0,15,0,0,0.866666666666667,1.4,1.66666666666667,9.06666666666667,0.2,0.266666666666667,1.2,0.6,0.0666666666666667,0,"Provável",-0.33,-1.3
"rodriguinho",61033,"Rodriguinho","265","mei",14.89,5.61,5.61,0,10,0,0,1.8,0.7,0.3,7.2,0.1,0.1,2.3,0.7,0.4,0,"Provável",-0.36,1.6
"ligger",61141,"Ligger","280","zag",4.8,1.83636363636364,1.38181818181818,0,11,0,0,0.272727272727273,1.09090909090909,1.09090909090909,1.81818181818182,0.0909090909090909,0,0.545454545454545,0.0909090909090909,0,0,"Provável",1.12,7.6
"gilberto",61188,"Gilberto","265","ata",10.43,3.14615384615385,3.14615384615385,0,13,0,0,2.38461538461538,1.15384615384615,0.615384615384615,5.15384615384615,0.0769230769230769,0.307692307692308,1.38461538461538,1,0.0769230769230769,0,"Nulo",2.26,15.6
"d-alessandro",62023,"D'Alessandro","285","mei",2.79,0.253846153846154,0.253846153846154,0,13,0,0,0.538461538461538,0.461538461538462,0.384615384615385,3.38461538461538,0,0.230769230769231,0.692307692307692,0.230769230769231,0,0,"Nulo",0.2,-0.1
"edimar",62024,"Edimar","280","lat",4.22,1.225,0.700000000000003,0,18,0,0,0.875,1.625,1.875,10.25,0,0.0625,0.6875,0.8125,0,0,"Dúvida",0.77,4.3
"fernandao",62033,"Fernandão","290","ata",4,1.8,1.8,0,2,0,0,1,0,1,0,0,0,0,1,0,0,"Nulo",-1.01,-0.9
"para",62086,"Pará","277","lat",7.49,2.55,1.47857142857143,0,14,0,0,0.785714285714286,1.42857142857143,1.71428571428571,5.92857142857143,0,0.142857142857143,1.28571428571429,0.571428571428571,0,0,"Suspenso",-0.21,0.7
"robinho",62104,"Robinho","284","mei",4.59,0.516666666666667,12.1166666666667,0,24,0,0,1.83333333333333,0.833333333333333,0.583333333333333,4.66666666666667,0.166666666666667,0,0.916666666666667,0.25,1.33333333333333,0.0833333333333333,"Dúvida",0.15,0.1
"sandro",62111,"Sandro","290","mei",2.58,0.442857142857143,0.442857142857143,0,7,0,0,0,2.42857142857143,2.28571428571429,2.71428571428571,0,0.285714285714286,0.857142857142857,0,0,0,"Suspenso",-0.81,-2.4
"vanderlei",62121,"Vanderlei","284","gol",7.93,1.93333333333333,0.466666666666667,0,12,0,0,0,0.0833333333333333,0,6.16666666666667,0,0,0.166666666666667,0,0,0.75,"Provável",1.12,4.1
"walter",62128,"Walter","293","ata",3.36,0.64,0.64,0,5,0,0,0.4,0.4,0.2,1.4,0,0,0.6,0,0,0,"Nulo",-0.01,0.6
"wellington",62129,"Wellington","293","mei",0.78,-1.31111111111111,-1.31111111111111,0,9,0,0,0.222222222222222,3.11111111111111,0.888888888888889,3.66666666666667,0,0,0.666666666666667,0.111111111111111,0,0,"Suspenso",-0.01,-3.3
"william-matheus",62130,"William Matheus","294","lat",5.07,2.51176470588235,1.33529411764706,0,17,0,0,0.352941176470588,1,1.05882352941176,8.64705882352941,0.117647058823529,0.294117647058824,1.11764705882353,0.235294117647059,0.0588235294117647,0,"Provável",-0.17,-0.4
"ganso",62977,"Ganso","266","mei",4.46,1.69090909090909,1.69090909090909,0,11,0,0,0.363636363636364,0.727272727272727,0.909090909090909,2.09090909090909,0.0909090909090909,0,0.454545454545455,0.272727272727273,0.0909090909090909,0,"Nulo",-0.1,1.2
"marcos-rocha",63013,"Marcos Rocha","275","lat",7.95,1.7,1.2,0,10,0,0,0.1,1.9,2.7,9.3,0,0,0.9,0.1,0,0,"Provável",0.48,4.8
"willian-farias",63058,"Willian Farias","292","mei",4.21,1.175,1.175,0.0300518411573864,4,1.8,0.6,1,2.5,2,4.5,0,0,1.25,0.5,0,0,"Suspenso",-0.38,-0.1
"paulao",63172,"Paulão","356","zag",3.44,1.80666666666667,0.14,0,15,0,0,0.266666666666667,1.4,1.13333333333333,3,0,0.133333333333333,0.266666666666667,0.2,0,0,"Nulo",0.5,2.8
"carlinhos",63194,"Carlinhos","356","lat",7.01,2.79090909090909,0.518181818181818,0,11,0,0,0.0909090909090909,1.45454545454545,1.54545454545455,6.45454545454545,0,0.0909090909090909,0.909090909090909,0.0909090909090909,0,0,"Nulo",0.13,4.8
"edenilson",63289,"Edenílson","285","mei",10,2.80666666666667,2.80666666666667,0,15,0,0,1,1.86666666666667,1.4,7.46666666666667,0.2,0.133333333333333,1.26666666666667,0.466666666666667,0.133333333333333,0,"Provável",1.3,11.4
"rodrigo-moledo",63354,"Rodrigo Moledo","285","zag",7.03,3.44166666666667,1.35833333333333,0,12,0,0,0.166666666666667,0.416666666666667,0.75,1.25,0,0,0.666666666666667,0.0833333333333333,0.0833333333333333,0,"Provável",-0.44,5
"bergson",68696,"Bergson","354","ata",2.1,0.36,0.36,0,5,0,0,0.2,0.6,0.2,0,0,0,0.6,0.2,0,0,"Nulo",0.18,2.4
"camacho",68770,"Camacho","264","mei",3.16,0.1375,0.1375,0,8,0,0,0.125,1.375,1,2,0,0,0.125,0,0,0,"Nulo",0.49,2.9
"nino-paraiba",68808,"Nino Paraíba","265","lat",7.2,2.42727272727273,1.51818181818182,0,11,0,0,0.181818181818182,1.09090909090909,2.54545454545455,8,0,0,0.818181818181818,0.0909090909090909,0,0,"Nulo",-0.2,0
"paulo-miranda",68817,"Paulo Miranda","284","zag",2.07,1.75,0.0833333333333334,0,6,0,0,0,1.5,1.5,5.83333333333333,0,0,0.333333333333333,0,0,0,"Provável",-0.35,-2.4
"ricardinho",68832,"Ricardinho","292","mei",3.58,1.96428571428571,1.96428571428571,0,14,0,0,0.5,0.928571428571429,1.42857142857143,2.5,0,0.142857142857143,1.92857142857143,0.0714285714285714,0,0,"Provável",-0.16,0.7
"marcelo-lomba",68872,"Marcelo Lomba","285","gol",10.18,1.71764705882353,-0.635294117647059,0,17,0,0,0,0.0588235294117647,0.0588235294117647,11.6470588235294,0,0,0,0,0,0.529411764705882,"Provável",1.77,4.4
"paulo-victor",68873,"Paulo Victor","284","gol",5.36,6.26666666666667,4.6,0,3,0,0,0,0,0,7.33333333333333,0,0,0,0,0,1.66666666666667,"Nulo",-1.89,-2.7
"digao",68886,"Digão","266","zag",5.6,4.34444444444444,2.67777777777778,0,9,0,0,0.555555555555556,1.55555555555556,1.77777777777778,2.44444444444444,0,0,0.666666666666667,0.222222222222222,0.222222222222222,0,"Suspenso",0.02,0.9
"wellington-silva",68895,"Wellington Silva","266","ata",4.52,1.57,1.57,0,10,0,0,0.4,0.9,0.7,2.2,0,0.1,2,0.3,0.1,0,"Provável",1.28,6
"diego-souza",68911,"Diego Souza","284","ata",9.96,2.19090909090909,3.08181818181818,0,11,0,0,1.81818181818182,2,0.545454545454545,7.27272727272727,0,0.0909090909090909,1.45454545454545,1.09090909090909,0.363636363636364,0,"Suspenso",-0.21,7.2
"gil",68923,"Gil","264","zag",6.94,2.71538461538462,1.17692307692308,0,13,0,0,0.153846153846154,0.769230769230769,1.76923076923077,4.61538461538461,0.0769230769230769,0,0.384615384615385,0.0769230769230769,0,0,"Nulo",0.69,9.6
"rafael",68928,"Rafael","282","gol",7.81,3.9625,0.8375,-1.50039601847135,8,-1.56666666666667,4.86,0,0,0,9.125,0,0,0,0,0,0.75,"Suspenso",-2.6,-5.6
"giovanni-augusto",68938,"Giovanni Augusto","294","mei",9.1,4.24545454545455,4.24545454545455,0,11,0,0,0.363636363636364,0.454545454545455,2,4.63636363636364,0.181818181818182,0.0909090909090909,2.18181818181818,0.181818181818182,0.0909090909090909,0,"Provável",0.09,15.4
"marinho",68952,"Marinho","277","ata",26.1,10.7384615384615,11.5153846153846,0,13,0,0,3,1.53846153846154,1.23076923076923,5.53846153846154,0.307692307692308,0.538461538461538,5.46153846153846,1.46153846153846,0.692307692307692,0,"Dúvida",0.91,16.4
"marquinhos-gabriel",68954,"Marquinhos Gabriel","293","mei",3.84,0.95,0.95,-0.37525744370192,4,0.833333333333333,1.3,1,0,0.5,8,0,0,0.5,0.5,0,0,"Nulo",-0.07,1.1
"santos",69012,"Santos","293","gol",5.03,1.31818181818182,-0.227272727272727,0,11,0,0,0,0.0909090909090909,0,7.27272727272727,0,0,0,0,0,0.727272727272727,"Provável",-0.34,-2.3
"vladimir",69040,"Vladimir","277","gol",6.43,2.1,2.1,-0.918371885413389,3,1.2,3.9,0,0,0,5.66666666666667,0,0,0,0,0,1.33333333333333,"Nulo",0.49,3.7
"muriel",69041,"Muriel","266","gol",4.17,2.95714285714286,1.88571428571429,0,14,0,0,0,0,0,8.64285714285714,0,0,0.357142857142857,0,0,1.14285714285714,"Provável",-2.34,-5
"pablo",69138,"Pablo","276","ata",7.51,2.32,2.32,0,10,0,0,2.5,2.6,0.4,2.1,0.1,0.9,1.3,2,0.1,0,"Nulo",-0.04,-0.1
"boselli",69161,"Boselli","264","ata",5.25,0.185714285714286,0.185714285714286,0,7,0,0,0.285714285714286,0,0,1.14285714285714,0,0,0.142857142857143,0.285714285714286,0,0,"Nulo",-0.21,-0.6
"isla",69345,"Isla","262","lat",9.23,2.47777777777778,0.811111111111114,0,9,0,0,0,1.33333333333333,1.44444444444444,7.44444444444444,0.222222222222222,0.444444444444444,0.444444444444444,0,0,0,"Provável",1.45,7.6
"kalou",69524,"Kalou","263","ata",7.05,2.17,2.17,0,10,0,0,0.8,1.3,0.8,5.2,0.1,0,1.2,0.5,0.1,0,"Dúvida",-0.33,-0.2
"nikao",69705,"Nikão","293","mei",10.22,1.28571428571429,1.28571428571429,0,7,0,0,1.71428571428571,1.14285714285714,0.285714285714286,5.71428571428571,0,0.285714285714286,2,1.14285714285714,0,0,"Provável",0.59,7
"honda",69940,"Honda","263","mei",5.7,2.64545454545455,2.64545454545455,0,11,0,0,0.818181818181818,1.09090909090909,2.09090909090909,4.72727272727273,0,0,0.454545454545455,0.636363636363636,0.0909090909090909,0,"Nulo",0.28,2.6
"victor-ferraz",70046,"Victor Ferraz","284","lat",7.73,-1.45,-1.45,0,4,0,0,0.75,1.75,0.5,10.25,0,0,0,0.5,0,0,"Nulo",1.11,7.6
"fellipe-bastos",70116,"Fellipe Bastos","267","mei",10.04,5.23076923076923,5.23076923076923,0,13,0,0,1.30769230769231,2.23076923076923,2,4.46153846153846,0,0,0.384615384615385,0.384615384615385,0.461538461538462,0,"Nulo",-0.81,0.9
"eduardo-sasha",70360,"Eduardo Sasha","282","ata",7.29,3.57272727272727,3.42727272727273,0,11,0,0,1.36363636363636,1.36363636363636,0.727272727272727,3.90909090909091,0.181818181818182,0.0909090909090909,1.36363636363636,0.363636363636364,0.181818181818182,0,"Provável",0.11,0.5
"marllon",70666,"Marllon","264","zag",5.39,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Nulo",0.47,4
"diogo-barbosa",70916,"Diogo Barbosa","284","lat",7.97,3.32727272727273,2.87272727272727,0,11,0,0,0.545454545454545,0.818181818181818,2.36363636363636,6,0.0909090909090909,0,1.18181818181818,0.454545454545455,0,0,"Nulo",0.23,1.7
"wescley",70925,"Wescley","354","mei",2.56,1.03333333333333,1.03333333333333,0,6,0,0,0.333333333333333,1.33333333333333,0.333333333333333,1.83333333333333,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,"Nulo",0.21,0
"jackson",70934,"Jackson","356","zag",4.87,1.725,0.475,0,8,0,0,0.125,1,1,2.5,0,0,1,0.125,0,0,"Nulo",1.61,8.5
"bruno-henrique",70944,"Bruno Henrique","275","mei",6.23,0.681818181818182,0.663636363636364,0,11,0,0,0.636363636363636,1.72727272727273,1.18181818181818,4.18181818181818,0,0.0909090909090909,0.727272727272727,0.454545454545455,0,0,"Provável",-0.87,-0.9
"leo-cittadini",70986,"Léo Cittadini","293","mei",13.33,3.83846153846154,3.83846153846154,0,13,0,0,1.46153846153846,1.69230769230769,2,3.46153846153846,0,0,1.84615384615385,1.15384615384615,0.153846153846154,0,"Suspenso",1.47,8.9
"felipe-baxola",71113,"Felipe Baxola","354","mei",4.74,-0.1,-0.1,0,5,0,0,0.2,0,0,1.6,0,0.2,0,0.2,0,0,"Nulo",1.51,6.6
"vinicius",71162,"Vinícius","354","mei",11.05,5.4,5.4,0,12,0,0,2.5,0.666666666666667,0.833333333333333,9.25,0.166666666666667,0.25,0.583333333333333,1.16666666666667,0.333333333333333,0,"Provável",1.77,11.9
"lucho-gonzalez",71479,"Lucho González","293","mei",3.07,-0.02,-0.02,0,5,0,0,0.6,0.8,0,2.4,0,0,0,0.4,0,0,"Nulo",0.17,-0.3
"kelvin",71549,"Kelvin","263","ata",2.98,-0.4,-0.4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,"Nulo",-1.02,-0.4
"fernando-miguel",71571,"Fernando Miguel","267","gol",8.94,2.04666666666667,-0.0866666666666667,0,15,0,0,0,0,0,6.86666666666667,0,0,0.133333333333333,0,0,0.8,"Nulo",1.96,7.7
"fabio-sanches",71604,"Fábio Sanches","290","zag",6.7,2.36666666666667,1.53333333333333,0,12,0,0,0.416666666666667,0.666666666666667,1.83333333333333,2.5,0,0,0.916666666666667,0.333333333333333,0,0,"Provável",1.09,7.2
"weverton",71631,"Weverton","275","gol",7.06,-0.241666666666667,-1.075,0,12,0,0,0,0,0,6.16666666666667,0,0,0.0833333333333333,0,0,0.416666666666667,"Provável",0.36,0.8
"ronaldo-silva",71640,"Ronaldo Silva","292","ata",0.81,-4.5,-4.5,0.832564225178812,3,-1.5,-6,0.333333333333333,1.66666666666667,0,0.666666666666667,0,1,0,0,0,0,"Suspenso",0.06,0.9
"gustavo-gomez",71684,"Gustavo Gómez","275","zag",10.31,3.83,2.83,0,10,0,0,0.6,1.4,1.2,2.8,0.1,0.3,0.9,0.3,0.2,0,"Suspenso",-1.72,-4.7
"elton",71719,"Elton","265","mei",3.66,1.1,1.1,0.613697211354787,3,3.5,-0.1,0,0.666666666666667,1,0.666666666666667,0,0,1,0,0,0,"Nulo",-0.46,0.5
"thiago-galhardo",71844,"Thiago Galhardo","285","mei",21.45,9.66875,9.66875,0,16,0,0,1.8125,0.75,0.9375,4.1875,0.3125,0.4375,1.5625,0.75,0.8125,0,"Provável",2.05,16.5
"juninho",71937,"Juninho","356","mei",3.83,2.07333333333333,2.07333333333333,0,15,0,0,1.13333333333333,2,1.8,8.2,0.133333333333333,0,1.06666666666667,0.8,0.0666666666666667,0,"Nulo",-0.04,1.2
"uillian-correia",72007,"Uillian Correia","280","mei",2.21,-0.671428571428571,-0.671428571428571,0,7,0,0,0.142857142857143,1.28571428571429,0.142857142857143,0.714285714285714,0,0,0,0.142857142857143,0,0,"Nulo",0.01,-0.5
"tiago-volpi",72018,"Tiago Volpi","276","gol",13.1,4.13846153846154,1.9,0,13,0,0,0,0,0.0769230769230769,8.69230769230769,0,0,0.153846153846154,0,0,1.15384615384615,"Nulo",-0.61,4.6
"bruno-cortez",72079,"Bruno Cortez","284","lat",10.11,2.88461538461538,0.961538461538462,0,13,0,0,0.153846153846154,1.38461538461538,2.30769230769231,6.53846153846154,0,0.0769230769230769,0.923076923076923,0.0769230769230769,0,0,"Provável",1.12,6.1
"danilo-avelar",72142,"Danilo Avelar","264","zag",6.45,2.17,1.17,0,10,0,0,0.8,1.5,1,3.3,0,0,0.2,0.1,0.1,0,"Contundido",0.35,7.2
"jailson",72290,"Jailson","275","gol",1.35,-2.83333333333333,-2.83333333333333,0,3,0,0,0,0.333333333333333,0,8.33333333333333,0,0,0,0,0,0.333333333333333,"Provável",-0.62,-4.6
