ID,PartidaID,ClubeID,AtletaID,Periodo,Momento,Tipo
121692109,180067,288,71799,2tr,33,FR
121692030,180067,288,38357,1tr,51,RB
117662348,179948,266,50348,2tr,8,CA
117662345,179948,266,37798,2tr,30,ZG
117662344,179948,266,37674,2tr,27,ZG
117662340,179948,266,62128,1tr,42,ZG
117662343,179948,266,62128,2tr,20,ZG
107460823,179948,266,74059,1tr,34,FC
107460827,179948,266,68887,1tr,35,RB
107460826,179948,266,37627,1tr,34,FC
107460941,179948,266,71892,2tr,44,PE
107460828,179948,266,37674,1tr,36,FR
107460946,179948,266,68887,2tr,46,PE
107460831,179948,266,68887,1tr,36,PE
107460840,179948,266,37798,1tr,40,FC
107460843,179948,266,62128,1tr,41,X4
107460845,179948,266,50348,1tr,41,ZD
107460847,179948,266,68887,1tr,44,PE
107460846,179948,266,38451,1tr,43,FR
107460848,179948,266,42330,1tr,44,GS
107460741,179948,266,62128,1tr,2,PE
107902271,179948,266,62128,2tr,29,ZF
107902270,179948,266,71892,2tr,28,ZF
107460755,179948,266,62047,1tr,7,PE
107460754,179948,266,50348,1tr,6,PE
107460836,179948,266,37627,1tr,38,FC
107460756,179948,266,68887,1tr,7,FC
107460939,179948,266,38451,2tr,43,PE
107460750,179948,266,50348,1tr,5,FR
107460832,179948,266,37627,1tr,37,FR
107460752,179948,266,37798,1tr,6,PE
107460935,179948,266,42330,2tr,40,PE
107460934,179948,266,37627,2tr,40,FR
107460937,179948,266,71892,2tr,41,PE
107460931,179948,266,80538,2tr,39,RB
107460758,179948,266,38451,1tr,8,RB
107460852,179948,266,37674,2tr,0,FR
107460853,179948,266,62128,2tr,1,ZD
107460856,179948,266,38451,2tr,2,ZF
107902268,179948,266,37798,2tr,6,ZD
107460855,179948,266,68887,2tr,2,ZB
107460859,179948,266,62128,2tr,2,FC
107460835,179948,266,37674,1tr,38,PE
107460746,179948,266,37674,1tr,3,FR
107460747,179948,266,38451,1tr,4,FC
107460743,179948,266,74059,1tr,2,PE
107460740,179948,266,38451,1tr,2,RB
107460929,179948,266,37627,2tr,38,PE
107460927,179948,266,71892,2tr,37,FR
107460925,179948,266,42330,2tr,35,PE
107460922,179948,266,37627,2tr,34,PE
107460923,179948,266,62128,2tr,34,PE
107460921,179948,266,80538,2tr,33,PE
107460865,179948,266,37627,2tr,5,FR
107460864,179948,266,50348,2tr,4,ZF
107460862,179948,266,37627,2tr,4,FR
107460861,179948,266,71892,2tr,3,ZD
107460868,179948,266,38451,2tr,8,FR
107460773,179948,266,50348,1tr,11,PE
107460772,179948,266,38451,1tr,10,RB
107460771,179948,266,68887,1tr,10,PE
107460776,179948,266,37798,1tr,12,PE
107460774,179948,266,38451,1tr,11,PE
107460913,179948,266,50348,2tr,30,UP
107460912,179948,266,37798,2tr,30,X3
107460910,179948,266,71892,2tr,28,RB
107460916,179948,266,38451,2tr,31,FR
107460919,179948,266,37798,2tr,32,PE
107460769,179948,266,74059,1tr,9,FC
107460765,179948,266,62047,1tr,9,PE
107460767,179948,266,50348,1tr,9,PE
107460760,179948,266,71892,1tr,8,FR
107460761,179948,266,62128,1tr,8,PE
107460839,179948,266,62128,1tr,40,PE
107460905,179948,266,71892,2tr,26,PE
107460907,179948,266,37674,2tr,27,X3
107460901,179948,266,37798,2tr,23,PE
107460902,179948,266,62128,2tr,24,PE
107460909,179948,266,37798,2tr,27,ZD
107460886,179948,266,80538,2tr,16,FC
107460880,179948,266,38451,2tr,14,PE
107460883,179948,266,62128,2tr,16,PE
107460882,179948,266,71892,2tr,15,RB
107460889,179948,266,42330,2tr,18,PE
107460888,179948,266,37674,2tr,18,PE
107460790,179948,266,38451,1tr,19,PE
107460795,179948,266,37798,1tr,21,PE
107460794,179948,266,62128,1tr,20,IM
107460797,179948,266,68887,1tr,22,FR
107460799,179948,266,68887,1tr,22,FC
107460879,179948,266,71892,2tr,14,FC
107460871,179948,266,50348,2tr,9,FR
107460872,179948,266,74059,2tr,10,PE
107460875,179948,266,68887,2tr,11,FC
107460877,179948,266,62128,2tr,13,PE
107460896,179948,266,37674,2tr,20,UP
107460897,179948,266,71892,2tr,21,FC
107460895,179948,266,62128,2tr,20,X3
107460892,179948,266,80538,2tr,19,PE
107460890,179948,266,38451,2tr,18,FC
107460782,179948,266,71892,1tr,14,PE
107460780,179948,266,62128,1tr,13,FC
107460787,179948,266,62047,1tr,18,ZF
107460784,179948,266,71892,1tr,16,FR
107460785,179948,266,37674,1tr,17,FR
107460789,179948,266,74059,1tr,19,FR
107460808,179948,266,50348,1tr,28,PE
107460806,179948,266,68887,1tr,26,PE
107460801,179948,266,71892,1tr,24,FR
107460803,179948,266,42330,1tr,24,GS
107460819,179948,266,62128,1tr,31,FC
107460816,179948,266,42330,1tr,30,DD
107460815,179948,266,71892,1tr,30,FC
107460738,179948,266,71892,1tr,1,FC
107460737,179948,266,74059,1tr,1,PE
107460736,179948,266,37627,1tr,1,FR
107460814,179948,266,38451,1tr,29,ZD
107460734,179948,266,37627,1tr,0,RB
107460812,179948,266,37674,1tr,29,FR
107460811,179948,266,50348,1tr,28,ZF
117662349,179948,276,49675,2tr,24,CA
117662347,179948,276,68817,2tr,8,CA
117662346,179948,276,37919,1tr,46,CA
117662341,179948,276,49675,1tr,44,ZG
117662342,179948,276,84554,2tr,7,GC
107460822,179948,276,78850,1tr,32,PE
107460821,179948,276,68817,1tr,32,IM
107460820,179948,276,38194,1tr,31,FR
107460825,179948,276,49675,1tr,34,FR
107460824,179948,276,37919,1tr,34,FR
107460940,179948,276,78241,2tr,43,IM
107460829,179948,276,62977,1tr,36,FC
107460943,179948,276,78241,2tr,45,ZB
107460944,179948,276,78241,2tr,45,RB
107460945,179948,276,62977,2tr,46,PE
107460841,179948,276,60803,1tr,40,FR
107460842,179948,276,38194,1tr,40,PE
107460844,179948,276,38055,1tr,41,GS
107460849,179948,276,49675,1tr,44,X1
117662350,179948,276,78850,2tr,37,CA
107460834,179948,276,62977,1tr,37,FC
107460757,179948,276,37919,1tr,7,FR
107460837,179948,276,49675,1tr,39,PE
107460751,179948,276,60803,1tr,5,FC
107460938,179948,276,78850,2tr,43,PE
107460753,179948,276,42222,1tr,6,PE
107460833,179948,276,62977,1tr,37,PE
107460936,179948,276,86841,2tr,41,RB
107460759,179948,276,37919,1tr,8,FC
107460930,179948,276,84554,2tr,38,PE
107460933,179948,276,86841,2tr,40,FC
107460932,179948,276,78850,2tr,39,ZB
107460850,179948,276,42222,1tr,44,UP
107460851,179948,276,68817,2tr,0,FC
107460857,179948,276,62977,2tr,2,FC
107460854,179948,276,38055,2tr,1,DD
107902269,179948,276,78850,2tr,22,IM
107460858,179948,276,38055,2tr,2,FR
107460744,179948,276,38055,1tr,3,PE
107460745,179948,276,68817,1tr,3,FC
107460742,179948,276,68817,1tr,2,PE
107460928,179948,276,78850,2tr,37,FC
107460926,179948,276,49675,2tr,37,PE
107460830,179948,276,68817,1tr,36,FC
107460924,179948,276,42222,2tr,35,IM
107460920,179948,276,49675,2tr,33,IM
107460749,179948,276,60803,1tr,4,PE
107460867,179948,276,62977,2tr,8,FC
107460866,179948,276,68817,2tr,5,FC
107460863,179948,276,42222,2tr,4,FC
107460860,179948,276,60803,2tr,3,PE
107460869,179948,276,62977,2tr,8,PE
107460748,179948,276,68817,1tr,4,FR
107460779,179948,276,38055,1tr,13,FR
107460778,179948,276,62977,1tr,12,PE
107460838,179948,276,62977,1tr,39,RB
107460770,179948,276,42222,1tr,10,FC
107460777,179948,276,62977,1tr,12,RB
107460775,179948,276,37919,1tr,12,IM
107460911,179948,276,38055,2tr,30,GS
107460917,179948,276,60803,2tr,32,PE
107460915,179948,276,37919,2tr,31,FC
107460914,179948,276,62977,2tr,31,PE
107460918,179948,276,78850,2tr,32,PE
107460768,179948,276,49675,1tr,9,FR
107460764,179948,276,42222,1tr,9,RB
107460766,179948,276,49675,1tr,9,PE
107460762,179948,276,60803,1tr,8,PE
107460763,179948,276,60803,1tr,8,RB
107460904,179948,276,37919,2tr,26,PE
107460906,179948,276,38055,2tr,27,DD
107460900,179948,276,42222,2tr,23,IM
107460903,179948,276,49675,2tr,24,FC
107460908,179948,276,38055,2tr,27,GS
107460885,179948,276,49675,2tr,16,FR
107460884,179948,276,68817,2tr,16,RB
107460887,179948,276,49675,2tr,17,PE
107460881,179948,276,60803,2tr,14,PE
107460942,179948,276,62977,2tr,45,ZB
107460791,179948,276,60803,1tr,19,PE
107460793,179948,276,38196,1tr,19,PE
107460792,179948,276,78850,1tr,19,PE
107460796,179948,276,37919,1tr,22,FC
107460798,179948,276,84554,1tr,22,RB
107460878,179948,276,42222,2tr,14,FR
107460870,179948,276,68817,2tr,9,FC
107460873,179948,276,38055,2tr,10,GS
107460874,179948,276,60803,2tr,11,FR
107460876,179948,276,62977,2tr,13,ZF
107460894,179948,276,38055,2tr,20,GS
107460893,179948,276,78850,2tr,19,PE
107460891,179948,276,38196,2tr,18,FR
107460898,179948,276,42222,2tr,21,FR
107460783,179948,276,42222,1tr,16,FC
107460781,179948,276,68817,1tr,14,PE
107460786,179948,276,68817,1tr,17,FC
107460788,179948,276,37919,1tr,19,FC
107460809,179948,276,38194,1tr,28,PE
107460805,179948,276,38055,1tr,25,X6
107460804,179948,276,38055,1tr,25,TC
107460807,179948,276,38055,1tr,27,PE
107460800,179948,276,37919,1tr,22,FR
107460802,179948,276,38194,1tr,24,FR
107460739,179948,276,42222,1tr,1,FR
117662339,179948,276,38055,1tr,26,ZG
107460818,179948,276,60803,1tr,31,ZF
107460817,179948,276,49675,1tr,30,ZD
107460735,179948,276,37919,1tr,1,FC
107460733,179948,276,62977,1tr,0,ZF
107460813,179948,276,60803,1tr,29,FC
107460810,179948,276,42222,1tr,28,PE
141192196,180175,276,63008,1tr,8,RB
141192195,180175,276,62977,1tr,8,PE
141192194,180175,276,50324,1tr,7,PE
141192193,180175,276,50324,1tr,6,RB
141192192,180175,276,88540,1tr,6,PE
141192202,180175,276,50324,1tr,12,FR
141192205,180175,276,37919,1tr,16,PE
141192209,180175,276,38064,1tr,18,RB
141192208,180175,276,38919,1tr,17,FR
141192288,180175,276,63008,2tr,7,RB
141192350,180175,276,62977,2tr,47,PE
141192352,180175,276,63008,2tr,48,FR
141192283,180175,276,50324,2tr,6,FC
141192281,180175,276,37919,2tr,5,PE
141192280,180175,276,38919,2tr,4,FR
141192287,180175,276,69308,2tr,7,PE
141192286,180175,276,69308,2tr,7,FR
141192180,180175,276,38055,1tr,0,PE
141192183,180175,276,38064,1tr,1,FR
141192185,180175,276,62977,1tr,1,PE
141192187,180175,276,62977,1tr,2,PE
141192189,180175,276,38064,1tr,4,PE
141192217,180175,276,62977,1tr,21,FC
141192210,180175,276,88540,1tr,18,PE
141192211,180175,276,63008,1tr,19,RB
141192212,180175,276,37919,1tr,19,ZF
141192213,180175,276,69308,1tr,20,FR
141192345,180175,276,63008,2tr,44,PE
141192342,180175,276,42222,2tr,43,FR
141192341,180175,276,71507,2tr,41,FC
141192294,180175,276,37919,2tr,10,ZD
141192295,180175,276,50324,2tr,10,PE
