Atleta,Rodada,Clube,Participou,Posicao,Jogos,Pontos,PontosMedia,Preco,PrecoVariacao,Partida,Mando,Titular,Substituido,TempoJogado,Nota,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
36443,31,285,0,1,27,0,2.32,6.36,0,180162,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36443,32,285,0,1,27,0,2.32,6.36,0,180199,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36443,33,285,0,1,27,0,2.32,6.36,0,180222,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,0,,0,,0,0,0,19,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,1,,0,,0,0,0,19,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,2,,0,,0,0,0,19,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,3,,0,,0,0,0,19,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,4,294,1,4,1,9.2,9.2,17.98,-1.02,179917,1,1,1,0.688888888888889,6.5,1,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
36522,5,294,1,4,2,8.7,8.95,18.69,0.71,179937,0,1,0,1,6,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
36522,6,294,1,4,3,6.1,8,18.63,-0.06,179952,1,1,0,1,6.5,2,3,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0
36522,7,294,1,4,4,2.4,6.6,17.76,-0.87,179981,0,1,1,0.8,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36522,8,,0,,4,0,6.6,17.76,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,9,294,1,4,5,13.1,7.9,19.49,1.73,180022,1,1,0,1,8,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36522,10,294,1,4,6,2.8,7.05,18.24,-1.25,180037,1,1,0,1,7.5,2,5,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0
36522,11,294,1,4,7,4,6.61,18.44,0.2,180040,0,1,0,1,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,12,294,1,4,8,20.2,8.31,21.83,3.39,180061,0,1,0,1,8,2,4,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0
36522,13,294,1,4,9,-2.5,7.11,18.13,-3.7,180071,1,1,0,1,5.5,1,4,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0
36522,14,294,1,4,10,-2,6.2,17.88,-0.25,180083,0,1,1,0.855555555555556,6,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36522,15,,0,,10,0,6.2,17.88,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,16,,0,,10,0,6.2,17.88,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,17,,0,,10,0,6.2,17.88,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,18,294,1,4,11,3.1,5.92,18.02,0.14,180142,1,1,1,0.744444444444444,7,3,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
36522,19,,0,,11,0,5.92,18.02,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,20,,0,,11,0,5.92,18.02,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,21,,0,,11,0,5.92,18.02,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,22,294,1,4,12,4.5,5.8,17.78,-0.24,179947,1,1,0,1,6.5,1,5,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0
36522,23,,0,,12,0,5.8,17.78,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,24,294,1,4,13,-3.7,5.07,16.16,-1.62,179980,1,1,0,1,5,1,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
36522,25,294,1,4,14,6.8,5.19,17.87,1.71,180007,0,1,1,0.822222222222222,6.5,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36522,26,294,1,4,15,2.6,5.02,17.17,-0.7,180021,1,1,0,1,6,4,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
36522,27,294,1,4,16,5.4,5.04,17.45,0.28,180076,1,1,0,1,6.5,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36522,28,294,1,4,17,3.6,4.96,17.2,-0.25,180113,0,1,0,1,6,0,5,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
36522,29,294,1,4,18,3.4,4.87,17.34,0.14,180253,0,1,0,1,4,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
36522,30,294,1,4,19,13.5,5.32,19.1,1.76,180232,1,1,0,1,6.5,3,3,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0
36522,31,294,1,4,20,0.7,5.09,16.85,-2.25,180150,1,1,1,0.833333333333333,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36522,32,294,1,4,21,10.1,5.33,18.55,1.7,180189,0,1,1,0.888888888888889,8.5,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36522,33,,0,,21,0,5.33,18.55,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,0,,0,,0,0,0,15,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,1,285,1,3,1,2,2,12.88,-2.12,179879,1,1,0,1,6.5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
36540,2,285,1,3,2,3.4,2.7,12.04,-0.84,179882,0,1,0,1,4.5,1,4,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0
36540,3,285,1,3,3,0.1,1.83,10.85,-1.19,179904,1,1,0,1,6,4,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
36540,4,285,1,3,4,0.9,1.6,10.61,-0.24,179922,1,1,0,1,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,5,285,1,3,5,1.2,1.52,10.45,-0.16,179943,0,1,0,1,7,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,0
36540,6,,0,,5,0,1.52,10.45,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,7,285,1,3,6,1.9,1.58,10.14,-0.31,179986,1,1,0,1,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36540,8,285,1,3,7,10.7,2.88,11.87,1.73,180008,1,1,0,1,6.5,2,2,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0
36540,9,285,1,3,8,4.1,3.03,11.2,-0.67,180015,0,1,0,1,7,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
36540,10,285,1,3,9,0.4,2.74,10.7,-0.5,180034,0,1,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36540,11,285,1,3,10,10,3.47,12.69,1.99,180050,1,1,0,1,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36540,12,285,1,3,11,2.3,3.36,11.47,-1.22,180060,0,1,0,1,6.5,0,3,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0
36540,13,285,1,3,12,7.1,3.67,12.55,1.08,180075,1,1,0,1,7.5,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36540,14,285,1,3,13,6.6,3.9,12.72,0.17,180091,1,1,0,1,8,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36540,15,285,1,3,14,7.3,4.14,13.15,0.43,180110,0,1,0,1,6.5,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
36540,16,285,1,3,15,1.8,3.98,12.04,-1.11,180121,1,1,0,1,5,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
36540,17,285,1,3,16,5,4.04,12.86,0.82,180130,0,1,0,1,6.5,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
36540,18,,0,,16,0,4.04,12.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,19,,0,,16,0,4.04,12.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,20,,0,,16,0,4.04,12.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,21,,0,,16,0,4.04,12.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,22,285,0,3,16,0,4.04,12.86,0,179940,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,23,285,1,3,17,9.8,4.38,13.33,0.47,179967,0,0,1,0.322222222222222,6.5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
36540,24,285,1,3,18,7.4,4.55,13.21,-0.12,179987,1,1,0,1,6,1,4,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0
36540,25,285,1,3,19,10,4.84,13.82,0.61,180007,1,1,0,1,6.5,0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
36540,26,285,1,3,20,-2.5,4.47,11.69,-2.13,180024,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36540,27,285,1,3,21,4.8,4.49,12.76,1.07,180087,0,1,1,0.5,5.5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
36540,28,,0,,21,0,4.49,12.76,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,29,,0,,21,0,4.49,12.76,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,30,,0,,21,0,4.49,12.76,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,31,,0,,21,0,4.49,12.76,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,32,,0,,21,0,4.49,12.76,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36540,33,,0,,21,0,4.49,12.76,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,0,,0,,0,0,0,22,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,1,284,1,2,1,5.3,5.3,20.68,-1.32,179876,0,1,0,1,6,4,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0
36612,2,,0,,1,0,5.3,20.68,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,3,284,0,2,1,0,5.3,20.68,0,179897,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,4,284,1,2,2,0.5,2.9,17.39,-3.29,179925,0,0,1,0.133333333333333,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,5,284,1,2,3,0,1.93,16.64,-0.75,179942,1,0,1,0.222222222222222,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,6,284,1,2,4,5,2.7,17.42,0.78,179959,1,0,1,0.122222222222222,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,7,284,1,2,5,2.4,2.64,16.71,-0.71,179976,0,0,1,0.255555555555556,6,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
36612,8,284,1,2,6,1.3,2.42,15.85,-0.86,179997,0,1,0,1,5.5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36612,9,284,1,2,7,0,2.07,15.48,-0.37,180026,1,0,1,0.155555555555556,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,10,284,1,2,8,1.7,2.02,15.85,0.37,180042,1,0,1,0.166666666666667,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36612,11,284,1,2,9,-3.1,1.45,14.67,-1.18,180051,0,0,1,0.133333333333333,6,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36612,12,284,0,2,9,0,1.45,14.67,0,180061,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,13,284,0,2,9,0,1.45,14.67,0,180074,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,14,284,0,2,9,0,1.45,14.67,0,180091,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,15,284,1,2,10,2.2,1.52,14.87,0.2,180107,1,1,0,1,7.5,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
36612,16,284,1,2,11,-1.2,1.27,13.86,-1.01,180119,0,1,0,1,6.5,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36612,17,284,1,2,12,12,2.16,16.56,2.7,180132,1,1,0,1,7,1,2,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0
36612,18,284,1,2,13,-0.1,1.99,14.44,-2.12,180153,1,1,0,1,7.5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36612,19,284,1,2,14,2.7,2.04,14.69,0.25,180161,0,1,0,1,6.5,2,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
36612,20,284,1,2,15,4.1,2.18,15.03,0.34,179910,1,1,0,1,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,21,284,1,2,16,1,2.11,14.4,-0.63,179929,0,1,0,1,6,2,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
36612,22,,0,,16,0,2.11,14.4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,23,284,1,2,17,0,1.99,13.96,-0.44,179970,1,1,0,1,6,0,3,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0
36612,24,284,1,2,18,0.9,1.93,14.12,0.16,179975,0,1,0,1,6.5,3,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0
36612,25,284,1,2,19,7,2.2,15.17,1.05,179992,0,1,0,1,7.5,0,3,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
36612,26,284,1,2,20,2.5,2.21,14.44,-0.73,180029,1,1,0,1,6,0,6,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0
36612,27,284,1,2,21,3.9,2.29,14.51,0.07,180081,1,1,0,1,6.5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
36612,28,284,1,2,22,-0.1,2.18,13.82,-0.69,180101,0,1,0,1,6.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,29,284,1,2,23,4.2,2.27,14.67,0.85,180254,0,1,0,1,6.5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
36612,30,284,1,2,24,4.4,2.36,14.66,-0.01,180236,1,1,0,1,7,2,3,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0
36612,31,284,1,2,25,-1,2.23,13.58,-1.08,180150,0,1,0,1,5.5,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36612,32,,0,,25,0,2.23,13.58,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,33,284,1,2,26,9.8,2.52,15.17,1.59,180222,1,1,0,1,7,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
36728,0,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,1,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,2,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,3,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,4,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,5,285,0,3,0,0,0,5,0,179943,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,6,285,1,3,1,-2.1,-2.1,3.46,-1.54,179952,0,1,1,0.7,5,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
36728,7,285,0,3,1,0,-2.1,3.46,0,179986,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,8,285,0,3,1,0,-2.1,3.46,0,180008,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,9,285,0,3,1,0,-2.1,3.46,0,180015,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,10,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,11,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,12,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,13,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,14,285,0,3,1,0,-2.1,3.46,0,180091,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,15,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,16,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,17,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,18,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,19,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,20,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,21,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,22,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,23,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,24,,0,,1,0,-2.1,3.46,0,158,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,25,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,26,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,27,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,28,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,29,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,30,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,31,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,32,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36728,33,,0,,1,0,-2.1,3.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36775,0,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36775,1,316,1,4,1,2.8,2.8,5.91,0.91,179873,0,1,1,0.5,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
36775,2,316,1,4,2,3.5,3.15,7,1.09,179890,1,1,0,1,3.5,1,5,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0
36790,0,,0,,0,0,0,12,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,1,,0,,0,0,0,12,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,2,282,0,4,0,0,0,12,0,179889,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,3,282,0,4,0,0,0,12,0,179901,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,4,282,0,4,0,0,0,12,0,179918,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,5,,0,,0,0,0,12,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,6,282,1,4,1,-0.8,-0.8,9.44,-2.56,179958,0,0,1,0.277777777777778,6.5,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
36790,7,282,1,4,2,1.8,0.5,9.63,0.19,179983,1,1,0,1,5.5,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
36790,8,282,1,4,3,0,0.33,8.89,-0.74,180005,1,0,1,0.122222222222222,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,9,282,1,4,4,9.9,2.72,11.05,2.16,180017,0,1,0,1,6.5,2,5,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0
36790,10,282,0,4,4,0,2.72,11.05,0,180046,0,1,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
